SCF Domain,SCF Control,SCF #,"Secure Controls Framework (SCF)
Control Description",Methods To Comply With SCF Controls,SCF Control Question
Identification & Authentication,Protection of Authenticators,IAC-10.5,Mechanisms exist to protect authenticators commensurate with the sensitivity of the information to which use of the authenticator permits access. ,,Does the organization protect authenticators commensurate with the sensitivity of the information to which use of the authenticator permits access? 
Identification & Authentication,No Embedded Unencrypted Static Authenticators,IAC-10.6,"Mechanisms exist to ensure that unencrypted, static authenticators are not embedded in applications, scripts or stored on function keys. ",,"Does the organization ensure that unencrypted, static authenticators are not embedded in applications, scripts or stored on function keys? "
Identification & Authentication,Hardware Token-Based Authentication,IAC-10.7,Automated mechanisms exist to ensure organization-defined token quality requirements are satisfied for hardware token-based authentication.,- Tokens are sufficiently encrypted or do not reveal credentials or passwords within the token.,Does the organization ensure organization-defined token quality requirements are satisfied for hardware token-based authentication?
Identification & Authentication,Vendor-Supplied Defaults,IAC-10.8,Mechanisms exist to ensure vendor-supplied defaults are changed as part of the installation process.,"- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- NNT Change Tracker (https://www.newnettechnologies.com)",Does the organization ensure vendor-supplied defaults are changed as part of the installation process?
Identification & Authentication,Multiple Information System Accounts,IAC-10.9,Mechanisms exist to implement security safeguards to manage the risk of compromise due to individuals having accounts on multiple information systems.,,Does the organization implement security safeguards to manage the risk of compromise due to individuals having accounts on multiple information systems?
Identification & Authentication,Expiration of Cached Authenticators,IAC-10.10,Automated mechanisms exist to prohibit the use of cached authenticators after organization-defined time period.,,Does the organization prohibit the use of cached authenticators after organization-defined time period?
Identification & Authentication,Password Managers,IAC-10.11,Mechanisms exist to protect and store passwords via a password manager tool.,,Does the organization protect and store passwords via a password manager tool?
Identification & Authentication,Biometric Authentication,IAC-10.12,Mechanisms exist to ensure biometric-based authentication satisfies organization-defined biometric quality requirements for false positives and false negatives.,,Does the organization ensure biometric-based authentication satisfies organization-defined biometric quality requirements for false positives and false negatives?
Identification & Authentication,Authenticator Feedback,IAC-11,Mechanisms exist to obscure the feedback of authentication information during the authentication process to protect the information from possible exploitation/use by unauthorized individuals. ,,Does the organization obscure the feedback of authentication information during the authentication process to protect the information from possible exploitation/use by unauthorized individuals? 
Identification & Authentication,Cryptographic Module Authentication ,IAC-12,"Mechanisms exist to ensure cryptographic modules adhere to applicable statutory, regulatory and contractual requirements for security strength.",- FIPS 140-2,"Does the organization ensure cryptographic modules adhere to applicable statutory, regulatory and contractual requirements for security strength?"
Identification & Authentication,Hardware Security Modules (HSM),IAC-12.1,Automated mechanisms exist to utilize Hardware Security Modules (HSM) to protect authenticators on which the component relies. ,,Does the organization utilize Hardware Security Modules (HSM) to protect authenticators? 
Identification & Authentication,Adaptive Identification & Authentication ,IAC-13,Mechanisms exist to allow individuals to utilize alternative methods of authentication under specific circumstances or situations.,,Does the organization allow individuals to utilize alternative methods of authentication under specific circumstances or situations?
Identification & Authentication,Single Sign-On (SSO),IAC-13.1,Mechanisms exist to provide a Single Sign-On (SSO) capability to the organization's systems and services.,,Does the organization provide a Single Sign-On (SSO) capability to the organization's systems and services?
Identification & Authentication,Federated Credential Management,IAC-13.2,Mechanisms exist to federate credentials to allow cross-organization authentication of individuals and devices.,,Does the organization federate credentials to allow cross-organization authentication of individuals and devices?
Identification & Authentication,Re-Authentication ,IAC-14,Mechanisms exist to force users and devices to re-authenticate according to organization-defined circumstances that necessitate re-authentication. ,,Does the organization force users and devices to re-authenticate according to organization-defined circumstances that necessitate re-authentication? 
Identification & Authentication,Account Management ,IAC-15,"Mechanisms exist to proactively govern account management of individual, group, system, service, application, guest and temporary accounts.",- Service accounts prohibit interactive login - users cannot log into systems with those accounts.,"Does the organization proactively govern account management of individual, group, system, application, guest and temporary accounts?"
Identification & Authentication,Automated System Account Management ,IAC-15.1,Automated mechanisms exist to support the management of system accounts. ,- Service accounts prohibit interactive login - users cannot log into systems with those accounts.,Does the organization use automated mechanisms to support the management of system accounts? 
Identification & Authentication,Removal of Temporary / Emergency Accounts,IAC-15.2,Automated mechanisms exist to disable or remove temporary and emergency accounts after an organization-defined time period for each type of account. ,,Does the organization use automated mechanisms to disable or remove temporary and emergency accounts after an organization-defined time period for each type of account? 
Identification & Authentication,Disable Inactive Accounts,IAC-15.3,Automated mechanisms exist to disable inactive accounts after an organization-defined time period. ,,Does the organization use automated mechanisms to disable inactive accounts after an organization-defined time period? 
Identification & Authentication,Automated Audit Actions,IAC-15.4,"Automated mechanisms exist to audit account creation, modification, enabling, disabling and removal actions and notify organization-defined personnel or roles. ",,"Does the organization use automated mechanisms to audit account creation, modification, enabling, disabling and removal actions and notify organization-defined personnel or roles? "
Identification & Authentication,Restrictions on Shared Groups / Accounts,IAC-15.5,Mechanisms exist to authorize the use of shared/group accounts only under certain organization-defined conditions.,,Does the organization authorize the use of shared/group accounts only under certain organization-defined conditions?
Identification & Authentication,Account Disabling for High Risk Individuals,IAC-15.6,Mechanisms exist to disable accounts immediately upon notification for users posing a significant risk to the organization.,,Does the organization disable accounts immediately upon notification for users posing a significant risk to the organization?
Identification & Authentication,System Accounts,IAC-15.7,Mechanisms exist to review all system accounts and disable any account that cannot be associated with a business process and owner. ,,Does the organization review all system accounts and disable any account that cannot be associated with a business process and owner? 
Identification & Authentication,Usage Conditions,IAC-15.8,Automated mechanisms exist to enforce usage conditions for users and/or roles.,,Does the organization enforce usage conditions for users and/or roles?
Identification & Authentication,Emergency Accounts,IAC-15.9,"Mechanisms exist to establish and control ""emergency access only"" accounts.",,"Does the organization establish and control ""emergency access only"" accounts?"
Identification & Authentication,Privileged Account Management (PAM) ,IAC-16,Mechanisms exist to restrict and control privileged access rights for users and services.,,Does the organization restrict and control privileged access rights for users and services?
Identification & Authentication,Privileged Account Inventories ,IAC-16.1,Mechanisms exist to inventory all privileged accounts and validate that each person with elevated privileges is authorized by the appropriate level of organizational management. ,,Does the organization inventory all privileged accounts and validate that each person with elevated privileges is authorized by the appropriate level of organizational management? 
Identification & Authentication,Privileged Account Separation ,IAC-16.2,Mechanisms exist to separate privileged accounts between infrastructure environments to reduce the risk of a compromise in one infrastructure environment from laterally affecting other infrastructure environments.,,Does the organization separate privileged accounts between infrastructure environments to reduce the risk of a compromise in one infrastructure environment from laterally affecting other infrastructure environments?
Identification & Authentication,Periodic Review of Account Privileges,IAC-17,"Mechanisms exist to periodically-review the privileges assigned to individuals and service accounts to validate the need for such privileges and reassign or remove unnecessary privileges, as necessary.",,"Does the organization periodically-review the privileges assigned to individuals and service accounts to validate the need for such privileges and reassign or remove unnecessary privileges, as necessary?"
Identification & Authentication,User Responsibilities for Account Management,IAC-18,"Mechanisms exist to compel users to follow accepted practices in the use of authentication mechanisms (e.g., passwords, passphrases, physical or logical security tokens, smart cards, certificates, etc.). ","- Employment contract
- Rules of Behavior
- Formalized password policy","Does the organization compel users to follow accepted practices in the use of authentication mechanisms (e.g. passwords, passphrases, physical or logical security tokens, smart cards, certificates, etc.)? "
Identification & Authentication,Credential Sharing ,IAC-19,"Mechanisms exist to prevent the sharing of generic IDs, passwords or other generic authentication methods.",,"Does the organization prevent the sharing of generic IDs, passwords or other generic authentication methods?"
Identification & Authentication,Access Enforcement,IAC-20,"Mechanisms exist to enforce Logical Access Control (LAC) permissions that conform to the principle of ""least privilege.""",,"Does the organization enforce Logical Access Control (LAC) permissions that conform to the principle of ""least privilege?"""
Identification & Authentication,Access To Sensitive Data,IAC-20.1,Mechanisms exist to limit access to sensitive/regulated data to only those individuals whose job requires such access. ,,Does the organization limit access to sensitive/regulated data to only those individuals whose job requires such access?
Identification & Authentication,Database Access,IAC-20.2,Mechanisms exist to restrict access to databases containing sensitive/regulated data to only necessary services or those individuals whose job requires such access. ,,Does the organization restrict access to databases containing sensitive/regulated data to only necessary services or those individuals whose job requires such access?
Identification & Authentication,Use of Privileged Utility Programs,IAC-20.3,Mechanisms exist to restrict and tightly control utility programs that are capable of overriding system and application controls.,,Does the organization restrict and tightly control utility programs that are capable of overriding system and application controls?
Identification & Authentication,Dedicated Administrative Machines,IAC-20.4,Mechanisms exist to restrict executing administrative tasks or tasks requiring elevated access to a dedicated machine.,- Jump hosts,Does the organization restrict executing administrative tasks or tasks requiring elevated access to a dedicated machine?
Identification & Authentication,Dual Authorization for Privileged Commands,IAC-20.5,Automated mechanisms exist to enforce dual authorization for privileged commands.,,Does the organization enforce dual authorization for privileged commands?
Identification & Authentication,Revocation of Access Authorizations,IAC-20.6,Mechanisms exist to revoke logical and physical access authorizations.,,Does the organization revoke logical and physical access authorizations?
Identification & Authentication,Least Privilege ,IAC-21,"Mechanisms exist to utilize the concept of least privilege, allowing only authorized access to processes necessary to accomplish assigned tasks in accordance with organizational business functions. ",,"Does the organization utilize the concept of least privilege, allowing only authorized access to processes necessary to accomplish assigned tasks in accordance with organizational business functions? "
Identification & Authentication,Authorize Access to Security Functions ,IAC-21.1,Mechanisms exist to limit access to security functions to explicitly-authorized privileged users.,,Does the organization limit access to security functions to explicitly-authorized privileged users?
Identification & Authentication,Non-Privileged Access for Non-Security Functions ,IAC-21.2,"Mechanisms exist to prohibit privileged users from using privileged accounts, while performing non-security functions. 
",,"Does the organization prohibit privileged users from using privileged accounts, while performing non-security functions? "
Identification & Authentication,Privileged Accounts ,IAC-21.3,Mechanisms exist to restrict the assignment of privileged accounts to organization-defined personnel or roles without management approval.,,Does the organization restrict the assignment of privileged accounts to organization-defined personnel or roles without management approval?
Identification & Authentication,Auditing Use of Privileged Functions ,IAC-21.4,Mechanisms exist to audit the execution of privileged functions. ,,Does the organization audit the execution of privileged functions? 
Identification & Authentication,Prohibit Non-Privileged Users from Executing Privileged Functions ,IAC-21.5,"Mechanisms exist to prevent non-privileged users from executing privileged functions to include disabling, circumventing or altering implemented security safeguards / countermeasures. ",,"Does the organization prevent non-privileged users from executing privileged functions to include disabling, circumventing or altering implemented security safeguards / countermeasures? "
Identification & Authentication,Network Access to Privileged Commands,IAC-21.6,"Mechanisms exist to authorize remote access to perform privileged commands on critical systems or where sensitive/regulated data is stored, transmitted and/or processed only for compelling operational needs.",,"Does the organization authorize remote access to perform privileged commands on critical systems or where sensitive/regulated data is stored, transmitted and/or processed only for compelling operational needs?"
Identification & Authentication,Privilege Levels for Code Execution,IAC-21.7,Automated mechanisms exist to prevent applications from executing at higher privilege levels than the user's privileges. ,,Does the organization prevent applications from executing at higher privilege levels than the user's privileges? 
Identification & Authentication,Account Lockout ,IAC-22,Mechanisms exist to enforce a limit for consecutive invalid login attempts by a user during an organization-defined time period and automatically locks the account when the maximum number of unsuccessful attempts is exceeded.,,Does the organization enforce a limit for consecutive invalid login attempts by a user during an organization-defined time period and automatically locks the account when the maximum number of unsuccessful attempts is exceeded?
Identification & Authentication,Concurrent Session Control,IAC-23,Mechanisms exist to limit the number of concurrent sessions for each system account. ,,Does the organization limit the number of concurrent sessions for each system account? 
Identification & Authentication,Session Lock ,IAC-24,"Mechanisms exist to initiate a session lock after an organization-defined time period of inactivity, or upon receiving a request from a user and retain the session lock until the user reestablishes access using established identification and authentication methods.",,"Does the organization initiate a session lock after an organization-defined time period of inactivity, or upon receiving a request from a user and retain the session lock until the user reestablishes access using established identification and authentication methods?"
Identification & Authentication,Pattern-Hiding Displays ,IAC-24.1,Mechanisms exist to implement pattern-hiding displays to conceal information previously visible on the display during the session lock. ,,Does the organization implement pattern-hiding displays to conceal information previously visible on the display during the session lock? 
Identification & Authentication,Session Termination ,IAC-25,"Automated mechanisms exist to log out users, both locally on the network and for remote sessions, at the end of the session or after an organization-defined period of inactivity. ",,"Does the organization use automated mechanisms to log out users, both locally on the network and for remote sessions, at the end of the session or after an organization-defined period of inactivity? "
Identification & Authentication,User-Initiated Logouts / Message Displays,IAC-25.1,Mechanisms exist to provide a logout capability and display an explicit logout message to users indicating the reliable termination of the session. ,,Does the organization provide a logout capability and display an explicit logout message to users indicating the reliable termination of the session? 
Identification & Authentication,Permitted Actions Without Identification or Authorization,IAC-26,Mechanisms exist to identify and document the supporting rationale for specific user actions that can be performed on a system without identification or authentication.,,Does the organization identify and document the supporting rationale for specific user actions that can be performed on a system without identification or authentication?
Identification & Authentication,Reference Monitor,IAC-27,"Mechanisms exist to implement a reference monitor that is tamperproof, always-invoked, small enough to be subject to analysis / testing and the completeness of which can be assured.",,"Does the organization implement a reference monitor that is tamperproof, always-invoked, small enough to be subject to analysis / testing and the completeness of which can be assured?"
Identification & Authentication,Identity Proofing (Identity Verification),IAC-28,Mechanisms exist to verify the identity of a user before modifying any permissions or authentication factor.,"- Professional references
- Education / certification transcripts
- Driver's license
- Passport","Does the organization collect, validate and verify identity evidence of a user?"
Identification & Authentication,Management Approval For New or Changed Accounts,IAC-28.1,Mechanisms exist to ensure management approvals are required for new accounts or changes in permissions to existing accounts.,,Does the organization require the registration process to receive management approval for new accounts or changes in permissions to existing accounts?
Identification & Authentication,Identity Evidence,IAC-28.2,Mechanisms exist to require evidence of individual identification to be presented to the registration authority.,"- Driver's license
- Passport",Does the organization require evidence of individual identification to be presented to the registration authority?
Identification & Authentication,Identity Evidence Validation & Verification,IAC-28.3,Mechanisms exist to require that the presented identity evidence be validated and verified through organizational-defined methods of validation and verification.,"- Employment verification
- Credit check
- Criminal history check
- Education verification",Does the organization require that the presented identity evidence be validated and verified through organizational-defined methods of validation and verification?
Identification & Authentication,In-Person Validation & Verification,IAC-28.4,Mechanisms exist to require that the validation and verification of identity evidence be conducted in person before a designated registration authority.,- In-person validation of government-issued photograph identification,Does the organization require that the validation and verification of identity evidence be conducted in person before a designated registration authority?
Identification & Authentication,Address Confirmation,IAC-28.5,Mechanisms exist to require that a notice of proofing be delivered through an out-of-band channel to verify the user's address (physical or digital).,,Does the organization require that a notice of proofing be delivered through an out-of-band channel to verify the user's address (physical or digital)?
Identification & Authentication,Attribute-Based Access Control (ABAC) ,IAC-29,"Mechanisms exist to enforce Attribute-Based Access Control (ABAC) for policy-driven, dynamic authorizations that supports the secure sharing of information.",- NIST Special Publication 800-162 ,"Does the organization enforce Attribute-Based Access Control (ABAC) to enable policy-driven, dynamic authorizations and supports the secure sharing of information?"
Incident Response,Incident Response Operations,IRO-01,Mechanisms exist to implement and govern processes and documentation to facilitate an organization-wide response capability for cybersecurity and privacy-related incidents.,,Does the organization facilitate the implementation of incident response controls?
Incident Response,Incident Handling ,IRO-02,"Mechanisms exist to cover the preparation, automated detection or intake of incident reporting, analysis, containment, eradication and recovery.",- ITIL Infrastructure Library - Incident and problem management,"Does the organization's incident handling processes cover preparation, detection and analysis, containment, eradication and recovery?"
Incident Response,Automated Incident Handling Processes,IRO-02.1,Automated mechanisms exist to support the incident handling process. ,- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/),Does the organization use automated mechanisms to support the incident handling process? 
Incident Response,Insider Threat Response Capability,IRO-02.2,Mechanisms exist to implement and govern an insider threat program. ,,Does the organization prevent identity theft from occurring? 
Incident Response,Dynamic Reconfiguration,IRO-02.3,Automated mechanisms exist to dynamically reconfigure information system components as part of the incident response capability. ,- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/),Does the organization dynamically reconfigure information system components as part of the incident response capability? 
Incident Response,Continuity of Operations,IRO-02.4,Mechanisms exist to identify classes of incidents and actions to take to ensure the continuation of organizational missions and business functions.,,Does the organization identify classes of incidents and actions to take to ensure the continuation of organizational missions and business functions?
Incident Response,Correlation with External Organizations,IRO-02.5,Mechanisms exist to coordinate with approved third-parties to achieve a cross-organization perspective on incident awareness and more effective incident responses. ,,Does the organization coordinate with approved third-parties to achieve a cross-organization perspective on incident awareness and more effective incident responses? 
Incident Response,Automatic Disabling of System,IRO-02.6,"Mechanisms exist to automatically disable systems, upon detection of a possible incident that meets organizational criteria, which allows for forensic analysis to be performed.",,Does the organization automatically disable systems involved in an incident that meet organizational criteria to be automatically disabled upon detection?
Incident Response,Indicators of Compromise (IOC),IRO-03,Mechanisms exist to define specific Indicators of Compromise (IOC) to identify the signs of potential cybersecurity events.,"- Indicators of Compromise (IoC)
- Incident Response Plan (IRP)
- Strake (https://9yahds.com/)
- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- NNT Change Tracker (https://www.newnettechnologies.com)",Does the organization define specific Indicators of Compromise (IOC) that identify the potential impact of likely cybersecurity events?
Incident Response,Incident Response Plan (IRP) ,IRO-04,Mechanisms exist to maintain and make available a current and viable Incident Response Plan (IRP) to all stakeholders.,"- Incident Response Plan (IRP)
- Hard copy of IRP",Does the organization maintain and make available a current and viable Incident Response Plan (IRP) to all stakeholders?
Incident Response,Data Breach,IRO-04.1,"Mechanisms exist to address data breaches, or other incidents involving the unauthorized disclosure of sensitive or regulated data, according to applicable laws, regulations and contractual obligations. ",,"Does the organization address data breaches, or other incidents involving the unauthorized disclosure of sensitive or regulated data, according to applicable laws, regulations and contractual obligations? "
Incident Response,IRP Update,IRO-04.2,"Mechanisms exist to regularly review and modify incident response practices to incorporate lessons learned, business process changes and industry developments, as necessary.",,"Does the organization regularly review and modify incident response practices to incorporate lessons learned, business process changes and industry developments, as necessary?"
Incident Response,Continuous Incident Response Improvements,IRO-04.3,"Mechanisms exist to use qualitative and quantitative data from incident response testing to: 
▪Determine the effectiveness of incident response processes;
▪Continuously improve incident response processes; and
▪Provide incident response measures and metrics that are accurate, consistent, and in a reproducible format.",,"Does the organization use qualitative and quantitative data from incident response testing to: 
▪Determine the effectiveness of incident response processes;
▪Continuously improve incident response processes; and
▪Provide incident response measures and metrics that are accurate, consistent, and in a reproducible format?"
Incident Response,Incident Response Training ,IRO-05,Mechanisms exist to train personnel in their incident response roles and responsibilities.,"- ITIL Infrastructure Library - Incident and problem management
- Incident Response Plan (IRP)
- Strake (https://9yahds.com/)",Does the organization train personnel in their incident response roles and responsibilities?
Incident Response,Simulated Incidents,IRO-05.1,Mechanisms exist to incorporate simulated events into incident response training to facilitate effective response by personnel in crisis situations.,,Does the organization incorporate simulated events into incident response training to facilitate effective response by personnel in crisis situations?
Incident Response,Automated Incident Response Training Environments,IRO-05.2,Automated mechanisms exist to provide a more thorough and realistic incident response training environment.,,Does the organization provide a more thorough and realistic incident response training environment?
Incident Response,Incident Response Testing,IRO-06,Mechanisms exist to formally test incident response capabilities through realistic exercises to determine the operational effectiveness of those capabilities.,"- Strake (https://9yahds.com/)
- ""Table Top"" incident response exercises (rock drills)
- ""Red team vs blue team"" exercises
- EICAR test file antimalware detection and response exercises",Does the organization formally test incident response capabilities through realistic exercises to determine the operational effectiveness of those capabilities?
Incident Response,Coordination with Related Plans ,IRO-06.1,Mechanisms exist to coordinate incident response testing with organizational elements responsible for related plans. ,,Does the organization coordinate incident response testing with organizational elements responsible for related plans? 
Incident Response,Integrated Security Incident Response Team (ISIRT),IRO-07,"Mechanisms exist to establish an integrated team of cybersecurity, IT and business function representatives that are capable of addressing cybersecurity and privacy incident response operations.",- Full-time employees only,"Does the organization establish an integrated team of cybersecurity, IT and business function representatives that are capable of addressing cybersecurity and privacy incident response operations?"
Incident Response,Chain of Custody & Forensics,IRO-08,"Mechanisms exist to perform digital forensics and maintain the integrity of the chain of custody, in accordance with applicable laws, regulations and industry-recognized secure practices.","- Chain of custody procedures
- Encase
- Forensic Tool Kit (FTK)",Does the organization perform digital forensics and maintain the integrity of the chain of custody? 
Incident Response,Situational Awareness For Incidents,IRO-09,"Mechanisms exist to document, monitor and report the status of cybersecurity and privacy incidents to internal stakeholders all the way through the resolution of the incident.","- Incident Response Plan (IRP)
- Strake (https://9yahds.com/)","Does the organization document, monitor and report cybersecurity and privacy incidents? "
Incident Response,"Automated Tracking, Data Collection & Analysis",IRO-09.1,"Automated mechanisms exist to assist in the tracking, collection and analysis of information from actual and potential cybersecurity and privacy incidents.",- Strake (https://9yahds.com/),"Does the organization use automated mechanisms to assist in the tracking, collection and analysis of information from actual and potential cybersecurity and privacy incidents?"
Incident Response,Incident Stakeholder Reporting ,IRO-10,"Mechanisms exist to timely-report incidents to applicable:
 ▪ Internal stakeholders; 
 ▪ Affected clients & third-parties; and
 ▪ Regulatory authorities.",,"Does the organization report incidents:
 ▪ Internally to organizational incident response personnel within organization-defined time-periods; and
 ▪ Externally to regulatory authorities and affected parties, as necessary?"
Incident Response,Automated Reporting,IRO-10.1,Automated mechanisms exist to assist in the reporting of cybersecurity and privacy incidents.,- Strake (https://9yahds.com/),Does the organization use automated mechanisms to assist in the reporting of cybersecurity and privacy incidents?
Incident Response,Cyber Incident Reporting for Sensitive Data,IRO-10.2,Mechanisms exist to report sensitive/regulated data incidents in a timely manner.,,Does the organization report sensitive/regulated data incidents in a timely manner?
Incident Response,Vulnerabilities Related To Incidents,IRO-10.3,Mechanisms exist to report system vulnerabilities associated with reported cybersecurity and privacy incidents to organization-defined personnel or roles.,,Does the organization report system vulnerabilities associated with reported cybersecurity and privacy incidents to organization-defined personnel or roles?
Incident Response,Supply Chain Coordination,IRO-10.4,Mechanisms exist to provide cybersecurity and privacy incident information to the provider of the product or service and other organizations involved in the supply chain for systems or system components related to the incident.,,Does the organization provide cybersecurity and privacy incident information to the provider of the product or service and other organizations involved in the supply chain for systems or system components related to the incident?
Incident Response,Incident Reporting Assistance ,IRO-11,Mechanisms exist to provide incident response advice and assistance to users of systems for the handling and reporting of actual and potential cybersecurity and privacy incidents. ,- ITIL Infrastructure Library - Incident and problem management,Does the organization provide incident response advice and assistance to users of systems for the handling and reporting of actual and potential cybersecurity and privacy incidents? 
Incident Response,Automation Support of Availability of Information / Support ,IRO-11.1,Automated mechanisms exist to increase the availability of incident response-related information and support. ,,Does the organization use automated mechanisms to increase the availability of incident response-related information and support? 
Incident Response,Coordination With External Providers,IRO-11.2,"Mechanisms exist to establish a direct, cooperative relationship between the organization's incident response capability and external service providers.",,"Does the organization establish a direct, cooperative relationship between the organization's incident response capability and external service providers?"
Incident Response,Information Spillage Response,IRO-12,Mechanisms exist to respond to sensitive information spills.,,Does the organization respond to sensitive information spills?
Incident Response,Responsible Personnel,IRO-12.1,Mechanisms exist to formally assign personnel or roles with responsibility for responding to sensitive information spills. ,,Does the organization formally assign personnel or roles with responsibility for responding to sensitive information spills? 
Incident Response,Training,IRO-12.2,Mechanisms exist to ensure incident response training material provides coverage for sensitive information spillage response.,,Does the organization ensure incident response training material provides coverage for sensitive information spillage response?
Incident Response,Post-Spill Operations,IRO-12.3,Mechanisms exist to ensure that organizational personnel impacted by sensitive information spills can continue to carry out assigned tasks while contaminated systems are undergoing corrective actions. ,,Does the organization ensure that organizational personnel impacted by sensitive information spills can continue to carry out assigned tasks while contaminated systems are undergoing corrective actions? 
Incident Response,Exposure to Unauthorized Personnel,IRO-12.4,Mechanisms exist to address security safeguards for personnel exposed to sensitive information that is not within their assigned access authorizations. ,,Does the organization address security safeguards for personnel exposed to sensitive information that is not within their assigned access authorizations? 
Incident Response,Root Cause Analysis (RCA) & Lessons Learned,IRO-13,Mechanisms exist to incorporate lessons learned from analyzing and resolving cybersecurity and privacy incidents to reduce the likelihood or impact of future incidents. ,,Does the organization incorporate lessons learned from analyzing and resolving cybersecurity and privacy incidents to reduce the likelihood or impact of future incidents? 
Incident Response,Regulatory & Law Enforcement Contacts ,IRO-14,Mechanisms exist to maintain incident response contacts with applicable regulatory and law enforcement agencies. ,,Does the organization maintain incident response contacts with applicable regulatory and law enforcement agencies? 
Incident Response,Detonation Chambers (Sandboxes),IRO-15,Mechanisms exist to utilize a detonation chamber capability to detect and/or block potentially-malicious files and email attachments.,"- Separate network with ""sacrificial"" systems where potential malware can be evaluated without impacting the production network.",Does the organization utilize a detonation chamber capability for incident response operations?
Incident Response,Public Relations & Reputation Repair,IRO-16,Mechanisms exist to proactively manage public relations associated with incidents and employ appropriate measures to prevent further reputational damage and develop plans to repair any damage to the organization's reputation.,,Does the organization proactively manage public relations associated with an incident and employ appropriate measures to repair the reputation of the organization?
Information Assurance ,Information Assurance (IA) Operations,IAO-01,Mechanisms exist to facilitate the implementation of cybersecurity and privacy assessment and authorization controls. ,"- Information Assurance (IA) program
- VisibleOps security management",Does the organization facilitate the implementation of cybersecurity and privacy assessment and authorization controls? 
Information Assurance ,Assessment Boundaries,IAO-01.1,"Mechanisms exist to establish the scope of assessments by defining the assessment boundary, according to people, processes and technology that directly or indirectly impact the confidentiality, integrity, availability and safety of the data and systems under review.",,"Does the organization establish the scope of assessments by defining the assessment boundary, according to people, processes and technology that directly and indirectly impacts the confidentiality, integrity, availability and safety of the data and systems under review?"
Information Assurance ,Assessments ,IAO-02,"Mechanisms exist to formally assess the cybersecurity and privacy controls in systems, applications and services through Information Assurance Program (IAP) activities to determine the extent to which the controls are implemented correctly, operating as intended and producing the desired outcome with respect to meeting expected requirements.","- Information Assurance (IA) program
- VisibleOps security management
- Information Assurance Program (IAP) ","Does the organization formally assess the cybersecurity and privacy controls in systems, applications and services through Information Assurance Program (IAP) activities to determine the extent to which the controls are implemented correctly, operating as intended and producing the desired outcome with respect to meeting expected requirements?"
Information Assurance ,Assessor Independence,IAO-02.1,Mechanisms exist to ensure assessors or assessment teams have the appropriate independence to conduct cybersecurity and privacy control assessments. ,"- Information Assurance (IA) program
- VisibleOps security management",Does the organization ensure assessors or assessment teams have the appropriate independence to conduct cybersecurity and privacy control assessments? 
Information Assurance ,Specialized Assessments,IAO-02.2,"Mechanisms exist to conduct specialized assessments for: 
 ▪ Statutory, regulatory and contractual compliance obligations;
 ▪ Monitoring capabilities; 
 ▪ Mobile devices;
 ▪ Databases;
 ▪ Application security;
 ▪ Embedded technologies (e.g., IoT, OT, etc.);
 ▪ Vulnerability management; 
 ▪ Malicious code; 
 ▪ Insider threats and
 ▪ Performance/load testing. ","- Information Assurance (IA) program
- VisibleOps security management
- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- NNT Change Tracker (https://www.newnettechnologies.com)","Does the organization conduct specialized assessments for: 
 ▪ Statutory, regulatory and contractual compliance obligations;
 ▪ Monitoring capabilities; 
 ▪ Mobile devices;
 ▪ Databases;
 ▪ Application security;
 ▪ Embedded technologies (e.g., IoT, OT, etc.);
 ▪ Vulnerability management; 
 ▪ Malicious code; 
 ▪ Insider threats and
 ▪ Performance/load testing? "
Information Assurance ,Third-Party Assessments,IAO-02.3,"Mechanisms exist to accept and respond to the results of external assessments that are performed by impartial, external organizations. ","- Audit steering committee
- Information Assurance (IA) program
- VisibleOps security management","Does the organization accept and respond to the results of external assessments that are performed by impartial, external organizations? "
Information Assurance ,Security Assessment Report (SAR),IAO-02.4,Mechanisms exist to produce a Security Assessment Report (SAR) at the conclusion of a security assessment to certify the results of the assessment and assist with any remediation actions.,,Does the organization produce a Security Assessment Report (SAR) at the conclusion of a security assessment to certify the results of the assessment and assist with any remediation actions?
Information Assurance ,System Security & Privacy Plan (SSPP),IAO-03,"Mechanisms exist to generate System Security & Privacy Plans (SSPPs), or similar document repositories, to identify and maintain key architectural information on each critical system, application or service, as well as influence inputs, entities, systems, applications and processes, providing a historical record of the data and its origins.","- Information Assurance (IA) program
- VisibleOps security management","Does the organization generate System Security & Privacy Plans (SSPPs), or similar document repositories, to identify and maintain key architectural information on each critical system, application or service, as well as influencing inputs, entities, systems, applications and processes, providing a historical record of the data and its origins?"
Information Assurance ,Plan / Coordinate with Other Organizational Entities,IAO-03.1,Mechanisms exist to plan and coordinate Information Assurance Program (IAP) activities with affected stakeholders before conducting such activities in order to reduce the potential impact on operations. ,"- Audit steering committee
- Information Assurance (IA) program
- VisibleOps security management
- Information Assurance Program (IAP) ",Does the organization plan and coordinate Information Assurance Program (IAP) activities with affected stakeholders before conducting such activities in order to reduce the potential impact on operations? 
