SCF Domain,SCF Control,SCF #,"Secure Controls Framework (SCF)
Control Description",Methods To Comply With SCF Controls,SCF Control Question
Business Continuity & Disaster Recovery,Contingency Planning & Updates,BCD-06,"Mechanisms exist to keep contingency plans current with business needs, technology changes and feedback from contingency plan testing activities.",- Offline / offsite documentation,"Does the organization keep contingency plans current with business needs, technology changes and feedback from contingency plan testing activities?"
Business Continuity & Disaster Recovery,Alternative Security Measures ,BCD-07,Mechanisms exist to implement alternative or compensating controls to satisfy security functions when the primary means of implementing the security function is unavailable or compromised. ,"- Business Impact Analysis (BIA)
- Criticality assessments",Does the organization implement alternative or compensating controls to satisfy security functions when the primary means of implementing the security function is unavailable or compromised? 
Business Continuity & Disaster Recovery,Alternate Storage Site,BCD-08,Mechanisms exist to establish an alternate storage site that includes both the assets and necessary agreements to permit the storage and recovery of system backup information. ,"- SunGard
- AWS
- Azure",Does the organization establish an alternate storage site that includes both the assets and necessary agreements to permit the storage and recovery of system backup information? 
Business Continuity & Disaster Recovery,Separation from Primary Site ,BCD-08.1,Mechanisms exist to separate the alternate storage site from the primary storage site to reduce susceptibility to similar threats.,"- SunGard
- AWS
- Azure",Does the organization separate the alternate storage site from the primary storage site to reduce susceptibility to similar threats?
Business Continuity & Disaster Recovery,Accessibility ,BCD-08.2,Mechanisms exist to identify and mitigate potential accessibility problems to the alternate storage site in the event of an area-wide disruption or disaster.,"- SunGard
- AWS
- Azure",Does the organization identify and mitigate potential accessibility problems to the alternate storage site in the event of an area-wide disruption or disaster?
Business Continuity & Disaster Recovery,Alternate Processing Site,BCD-09,Mechanisms exist to establish an alternate processing site that provides security measures equivalent to that of the primary site.,"- SunGard
- AWS
- Azure",Does the organization establish an alternate processing site that provides security measures equivalent to that of the primary site?
Business Continuity & Disaster Recovery,Separation from Primary Site,BCD-09.1,Mechanisms exist to separate the alternate processing site from the primary processing site to reduce susceptibility to similar threats.,"- SunGard
- AWS
- Azure",Does the organization separate the alternate processing site from the primary processing site to reduce susceptibility to similar threats?
Business Continuity & Disaster Recovery,Accessibility,BCD-09.2,"Mechanisms exist to identify and mitigate potential accessibility problems to the alternate processing site and possible mitigation actions, in the event of an area-wide disruption or disaster.","- Business Continuity Plan (BCP)
- Continuity of Operations Plan (COOP)","Does the organization identify potential accessibility problems to the alternate processing site and possible mitigation actions, in the event of an area-wide disruption or disaster?"
Business Continuity & Disaster Recovery,Alternate Site Priority of Service,BCD-09.3,"Mechanisms exist to address priority-of-service provisions in alternate processing and storage sites that support availability requirements, including Recovery Time Objectives (RTOs). ",- Hot / warm / cold site contracts,"Does the organization address priority-of-service provisions in alternate processing and storage sites that support availability requirements, including Recovery Time Objectives (RTOs)? "
Business Continuity & Disaster Recovery,Preparation for Use,BCD-09.4,Mechanisms exist to prepare the alternate processing alternate to support essential missions and business functions so that the alternate site is capable of being used as the primary site.,,Does the organization prepare the alternate processing alternate to support essential missions and business functions so that the alternate site is capable of being used as the primary site?
Business Continuity & Disaster Recovery,Inability to Return to Primary Site,BCD-09.5,Mechanisms exist to plan and prepare for both natural and manmade circumstances that preclude returning to the primary processing site.,,Does the organization plan and prepare for both natural and manmade circumstances that preclude returning to the primary processing site?
Business Continuity & Disaster Recovery,Telecommunications Services Availability,BCD-10,Mechanisms exist to reduce the likelihood of a single point of failure with primary telecommunications services.,- Alternate telecommunications services are maintained with multiple ISP / network providers,Does the organization reduce the likelihood of a single point of failure with primary telecommunications services?
Business Continuity & Disaster Recovery,Telecommunications Priority of Service Provisions,BCD-10.1,"Mechanisms exist to formalize primary and alternate telecommunications service agreements contain priority-of-service provisions that support availability requirements, including Recovery Time Objectives (RTOs). ",- Hot / warm / cold site contracts,"Does the organization formalize primary and alternate telecommunications service agreements contain priority-of-service provisions that support availability requirements, including Recovery Time Objectives (RTOs)?"
Business Continuity & Disaster Recovery,Separation of Primary / Alternate Providers,BCD-10.2,Mechanisms exist to obtain alternate telecommunications services from providers that are separated from primary service providers to reduce susceptibility to the same threats. ,,Does the organization obtain alternate telecommunications services from providers that are separated from primary service providers to reduce susceptibility to the same threats? 
Business Continuity & Disaster Recovery,Provider Continency Plan ,BCD-10.3,Mechanisms exist to contractually-require telecommunications service providers to have contingency plans that meet organizational contingency requirements.,,Does the organization contractually-require telecommunications service providers to have contingency plans that meet organizational contingency requirements?
Business Continuity & Disaster Recovery,Alternate Communications Paths,BCD-10.4,Mechanisms exist to maintain command and control capabilities via alternate communications channels and designating alternative decision makers if primary decision makers are unavailable.,,Does the organization maintain command and control capabilities via alternate communications channels and designating alternative decision makers if primary decision makers are unavailable?
Business Continuity & Disaster Recovery,Data Backups,BCD-11,"Mechanisms exist to create recurring backups of data, software and/or system images, as well as verify the integrity of these backups, to ensure the availability of the data to satisfying Recovery Time Objectives (RTOs) and Recovery Point Objectives (RPOs).","- Backup technologies & procedures
- Offline storage","Does the organization create recurring backups of data, software and/or system images, as well as verify the integrity of these backups, to ensure the availability of the data to satisfying Recovery Time Objectives (RTOs) and Recovery Point Objectives (RPOs)?"
Business Continuity & Disaster Recovery,Testing for Reliability & Integrity ,BCD-11.1,"Mechanisms exist to routinely test backups that verify the reliability of the backup process, as well as the integrity and availability of the data. ",- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/),"Does the organization routinely test backups that verify the reliability of the backup process, as well as the integrity and availability of the data? "
Business Continuity & Disaster Recovery,Separate Storage for Critical Information ,BCD-11.2,Mechanisms exist to store backup copies of critical software and other security-related information in a separate facility or in a fire-rated container that is not collocated with the system being backed up.,- IronMountain,Does the organization store backup copies of critical software and other security-related information in a separate facility or in a fire-rated container that is not collocated with the system being backed up?
Business Continuity & Disaster Recovery,Information System Imaging,BCD-11.3,"Mechanisms exist to reimage assets from configuration-controlled and integrity-protected images that represent a secure, operational state.","- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- Acronis
- Docker (https://www.docker.com/)
- VMWare","Does the organization reimage assets from configuration-controlled and integrity-protected images that represent a secure, operational state?"
Business Continuity & Disaster Recovery,Cryptographic Protection,BCD-11.4,Cryptographic mechanisms exist to prevent the unauthorized disclosure and/or modification of backup information.,- Backup technologies & procedures,Are cryptographic mechanisms utilized to prevent the unauthorized disclosure and/or modification of backup information/
Business Continuity & Disaster Recovery,Test Restoration Using Sampling,BCD-11.5,Mechanisms exist to utilize sampling of available backups to test recovery capabilities as part of business continuity plan testing. ,,Does the organization utilize sampling of available backups to test recovery capabilities as part of business continuity plan testing?
Business Continuity & Disaster Recovery,Transfer to Alternate Storage Site,BCD-11.6,Mechanisms exist to transfer backup data to the alternate storage site at a rate that is capable of meeting both Recovery Time Objectives (RTOs) and Recovery Point Objectives (RPOs).,,Does the organization transfer backup data to the alternate storage site at a rate that is capable of meeting both Recovery Time Objectives (RTOs) and Recovery Point Objectives (RPOs)?
Business Continuity & Disaster Recovery,Redundant Secondary System,BCD-11.7,"Mechanisms exist to maintain a failover system, that is not collocated with the primary system, application and/or service, which can be activated with little-to-no loss of information or disruption to operations.",,"Does the organization maintain a failover system, that is not collocated with the primary system, application and/or service, which can be activated with little-to-no loss of information or disruption to operations?"
Business Continuity & Disaster Recovery,Dual Authorization For Backup Media Destruction,BCD-11.8,Mechanisms exist to implement and enforce dual authorization for the deletion or destruction of sensitive backup media and data.,,Does the organization implement and enforce dual authorization for the deletion or destruction of sensitive backup media and data?
Business Continuity & Disaster Recovery,Backup Access,BCD-11.9,Mechanisms exist to restrict access to backups to privileged users with assigned roles for data backup and recovery operations.,,Does the organization restrict access to backups to privileged users with assigned roles for data backup and recovery operations?
Business Continuity & Disaster Recovery,Backup Modification and/or Destruction,BCD-11.10,Mechanisms exist to restrict access to modify and/or delete backups to privileged users with assigned data backup and recovery operations roles.,,Does the organization restrict access to modify and/or delete backups to privileged users with assigned data backup and recovery operations roles?
Business Continuity & Disaster Recovery,Information System Recovery & Reconstitution,BCD-12,"Mechanisms exist to ensure the secure recovery and reconstitution of systems to a known state after a disruption, compromise or failure.",- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/),"Does the organization ensure the secure recovery and reconstitution of systems to a known state after a disruption, compromise or failure? "
Business Continuity & Disaster Recovery,Transaction Recovery,BCD-12.1,Mechanisms exist to utilize specialized backup mechanisms that will allow transaction recovery for transaction-based applications and services in accordance with Recovery Point Objectives (RPOs).,,Does the organization utilize specialized backup mechanisms that will allow transaction recovery for transaction-based applications and services in accordance with Recovery Point Objectives (RPOs)?
Business Continuity & Disaster Recovery,Failover Capability,BCD-12.2,"Mechanisms exist to implement real-time or near-real-time failover capability to maintain availability of critical systems, applications and/or services.","- Load balancers
- High Availability (HA) firewalls","Does the organization implement real-time or near-real-time failover capability to maintain availability of critical systems, applications and/or services?"
Business Continuity & Disaster Recovery,Electronic Discovery (eDiscovery),BCD-12.3,Mechanisms exist to utilize electronic discovery (eDiscovery) that covers current and archived communication transactions.,,Does the organization utilize electronic discovery (eDiscovery) that covers current and archived communication transactions?
Business Continuity & Disaster Recovery,Restore Within Time Period,BCD-12.4,"Mechanisms exist to restore systems, applications and/or services within organization-defined restoration time-periods from configuration-controlled and integrity-protected information; representing a known, operational state for the asset. ",- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/),"Does the organization restore systems, applications and/or services within organization-defined restoration time-periods from configuration-controlled and integrity-protected information; representing a known, operational state for the asset?"
Business Continuity & Disaster Recovery,Backup & Restoration Hardware Protection ,BCD-13,Mechanisms exist to protect backup and restoration hardware and software.,,Does the organization protect backup and restoration hardware and software?
Business Continuity & Disaster Recovery,Isolated Recovery Environment,BCD-14,"Mechanisms exist to utilize an isolated, non-production environment to perform data backup and recovery operations through offline, cloud or off-site capabilities.",,"Does the organization utilize an isolated, non-production environment to perform data backup and recovery operations through offline, cloud or off-site capabilities?"
Business Continuity & Disaster Recovery,Reserve Hardware,BCD-15,Mechanisms exist to purchase and maintain a sufficient reserve of spare hardware to ensure essential missions and business functions can be maintained in the event of a supply chain disruption.,,Does the organization purchase and maintain a sufficient reserve of spare hardware to ensure essential missions and business functions can be maintained in the event of a supply chain disruption?
Business Continuity & Disaster Recovery,AI & Autonomous Technologies Incidents,BCD-16,Mechanisms exist to handle failures or incidents with Artificial Intelligence (AI) and Autonomous Technologies (AAT) deemed to be high-risk.,,Does the organization handle failures or incidents with Artificial Intelligence (AI) and Autonomous Technologies (AAT) deemed to be high-risk?
Capacity & Performance Planning,Capacity & Performance Management ,CAP-01,Mechanisms exist to facilitate the implementation of capacity management controls to ensure optimal system performance to meet expected and anticipated future capacity requirements.,"- Splunk
- Resource monitoring",Does the organization facilitate the implementation of capacity management controls to ensure optimal system performance to meet expected and anticipated future capacity requirements?
Capacity & Performance Planning,Resource Priority,CAP-02,Mechanisms exist to control resource utilization of systems that are susceptible to Denial of Service (DoS) attacks to limit and prioritize the use of resources.,"- Splunk
- Resource monitoring",Does the organization control resource utilization of systems that are susceptible to Denial of Service (DoS) attacks to limit and prioritize the use of resources?
Capacity & Performance Planning,Capacity Planning ,CAP-03,"Mechanisms exist to conduct capacity planning so that necessary capacity for information processing, telecommunications and environmental support will exist during contingency operations. ",,"Does the organization conduct capacity planning so that necessary capacity for information processing, telecommunications and environmental support will exist during contingency operations? "
Capacity & Performance Planning,Performance Monitoring,CAP-04,"Automated mechanisms exist to centrally-monitor and alert on the operating state and health status of critical systems, applications and services.",,"Does the organization centrally-monitor and alert on the operating state and health status of critical systems, applications and services?"
Change Management,Change Management Program ,CHG-01,Mechanisms exist to facilitate the implementation of a change management program.,"- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- VisibleOps methodology 
- ITIL infrastructure library
- NNT Change Tracker (https://www.newnettechnologies.com)
- ServiceNow (https://www.servicenow.com/)
- Remedy
- Tripwire Enterprise (https://www.tripwire.com/products/tripwire-enterprise/)
- Chef (https://www.chef.io/) (https://www.chef.io/)
- Puppet (https://puppet.com/)",Does the organization facilitate the implementation of a change management program?
Change Management,Configuration Change Control ,CHG-02,Mechanisms exist to govern the technical configuration change control processes.,"- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- Change Control Board (CCB)
- Configuration Management Database (CMDB)
- Tripwire Enterprise (https://www.tripwire.com/products/tripwire-enterprise/) Enterprise
- Chef (https://www.chef.io/) (https://www.chef.io/)
- Puppet (https://puppet.com/)
- Solarwinds (https://www.solarwinds.com/)
- Docker (https://www.docker.com/)
- VisibleOps methodology 
- ITIL infrastructure library",Does the organization govern the technical configuration change control processes?
Change Management,Prohibition Of Changes,CHG-02.1,"Mechanisms exist to prohibit unauthorized changes, unless organization-approved change requests are received.","- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- VisibleOps methodology 
- ITIL infrastructure library
- Manual processes/workflows
- Application whitelisting","Does the organization prohibit unauthorized changes, unless organization-approved change requests are received?"
Change Management,"Test, Validate & Document Changes ",CHG-02.2,Mechanisms exist to appropriately test and document proposed changes in a non-production environment before changes are implemented in a production environment.,"- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- VisibleOps methodology 
- ITIL infrastructure library
- NNT Change Tracker (https://www.newnettechnologies.com)
- VMware
- Docker (https://www.docker.com/)",Does the organization appropriately test and document proposed changes in a non-production environment before changes are implemented in a production environment?
Change Management,Security & Privacy Representative for Asset Lifecycle Changes,CHG-02.3,Mechanisms exist to include a cybersecurity and/or privacy representative in the configuration change control review process.,"- Change Control Board (CCB)
- Change Advisory Board (CAB)
- VisibleOps methodology 
- ITIL infrastructure library",Does the organization include a cybersecurity representative in the configuration change control review process?
Change Management,Automated Security Response,CHG-02.4,Automated mechanisms exist to implement remediation actions upon the detection of unauthorized baseline configurations change(s).,- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/),Does the organization implement remediation actions upon the detection of unauthorized baseline configurations change(s)?
Change Management,Cryptographic Management,CHG-02.5,Mechanisms exist to govern assets involved in providing cryptographic protections according to the organization's configuration management processes. ,,Does the organization govern assets involved in providing cryptographic protections according to the organization's configuration management processes? 
Change Management,Security Impact Analysis for Changes ,CHG-03,"Mechanisms exist to analyze proposed changes for potential security impacts, prior to the implementation of the change.","- VisibleOps methodology 
- ITIL infrastructure library
- Change management software","Does the organization analyze proposed changes for potential security impacts, prior to the implementation of the change?"
Change Management,Access Restriction For Change,CHG-04,Mechanisms exist to enforce configuration restrictions in an effort to restrict the ability of users to conduct unauthorized changes.,"- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- VisibleOps methodology 
- ITIL infrastructure library
- Role-based permissions
- Mandatory Access Control (MAC)
- Application whitelisting",Does the organization enforce configuration restrictions in an effort to restrict the ability of users to conduct unauthorized changes?
Change Management,Automated Access Enforcement / Auditing ,CHG-04.1,Mechanisms exist to perform after-the-fact reviews of configuration change logs to discover any unauthorized changes.,"- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- VisibleOps methodology 
- ITIL infrastructure library
- NNT Change Tracker (https://www.newnettechnologies.com)
- Manual review processes
- Tripwire Enterprise (https://www.tripwire.com/products/tripwire-enterprise/)
- Puppet (https://puppet.com/)
- Chef (https://www.chef.io/) (https://www.chef.io/)",Does the organization perform after-the-fact reviews of configuration change logs to discover any unauthorized changes?
Change Management,Signed Components ,CHG-04.2,Mechanisms exist to prevent the installation of software and firmware components without verification that the component has been digitally signed using an organization-approved certificate authority.,"- Privileged Account Management (PAM)
- Patch management tools
- OS configuration standards",Does the organization prevent the installation of software and firmware components without verification that the component has been digitally signed using an organization-approved certificate authority? 
Change Management,Dual Authorization for Change,CHG-04.3,Mechanisms exist to enforce a two-person rule for implementing changes to critical assets.,- Separation of Duties (SoD),Does the organization enforce a two-person rule for implementing changes to critical assets?
Change Management,Limit Production / Operational Privileges (Incompatible Roles),CHG-04.4,Mechanisms exist to limit operational privileges for implementing changes.,"- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- Separation of Duties (SoD)
- Privileged Account Management (PAM)",Does the organization limit operational privileges for implementing changes?
Change Management,Library Privileges,CHG-04.5,Mechanisms exist to restrict software library privileges to those individuals with a pertinent business need for access. ,- Privileged Account Management (PAM),Does the organization restrict software library privileges to those individuals with a pertinent business need for access? 
Change Management,Stakeholder Notification of Changes ,CHG-05,Mechanisms exist to ensure stakeholders are made aware of and understand the impact of proposed changes. ,"- Change management procedures
- VisibleOps methodology 
- ITIL infrastructure library",Does the organization ensure stakeholders are made aware of and understand the impact of proposed changes? 
Change Management,Security Functionality Verification,CHG-06,Mechanisms exist to verify the functionality of security controls when anomalies are discovered.,"- Information Assurance Program (IAP)
- Security Test & Evaluation (STE)",Does the organization verify the functionality of security controls when anomalies are discovered?
Change Management,Report Verification Results,CHG-06.1,Mechanisms exist to report the results of cybersecurity and privacy function verification to appropriate organizational management.,"- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- NNT Change Tracker (https://www.newnettechnologies.com)",Does the organization report the results of cybersecurity and privacy function verification to appropriate organizational management?
Cloud Security,Cloud Services,CLD-01,Mechanisms exist to facilitate the implementation of cloud management controls to ensure cloud instances are secure and in-line with industry practices. ,- Data Protection Impact Assessment (DPIA),Does the organization facilitate the implementation of cloud management controls to ensure cloud instances are secure and in-line with industry practices? 
Cloud Security,Cloud Infrastructure Onboarding,CLD-01.1,"Mechanisms exist to ensure cloud services are designed and configured so systems, applications and processes are secured in accordance with applicable organizational standards, as well as statutory, regulatory and contractual obligations.",,"Does the organization ensure cloud services are designed and configured so systems, applications and processes are secured in accordance with applicable organizational standards, as well as statutory, regulatory and contractual obligations?"
Cloud Security,Cloud Infrastructure Offboarding,CLD-01.2,"Mechanisms exist to ensure cloud services are decommissioned so that data is securely transitioned to new systems or archived in accordance with applicable organizational standards, as well as statutory, regulatory and contractual obligations.",,"Does the organization ensure cloud services are decommissioned so that data is securely transitioned to new systems or archived in accordance with applicable organizational standards, as well as statutory, regulatory and contractual obligations?"
Cloud Security,Cloud Security Architecture ,CLD-02,"Mechanisms exist to ensure the cloud security architecture supports the organization's technology strategy to securely design, configure and maintain cloud employments. ","- Architectural review board
- System Security Plan (SSP)
- Security architecture roadmaps","Does the organization ensure the cloud security architecture supports the organization's technology strategy to securely design, configure and maintain cloud employments? "
Cloud Security,Cloud Infrastructure Security Subnet,CLD-03,Mechanisms exist to host security-specific technologies in a dedicated subnet.,- Security management subnet,Does the organization host security-specific technologies in a dedicated subnet?
Cloud Security,Application & Program Interface (API) Security ,CLD-04,Mechanisms exist to ensure support for secure interoperability between components with Application & Program Interfaces (APIs).,- Use only open and published APIs,Does the organization ensure support for secure interoperability between components?
Cloud Security,Virtual Machine Images ,CLD-05,Mechanisms exist to ensure the integrity of virtual machine images at all times. ,"- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- File Integrity Monitoring (FIM)
- Docker (https://www.docker.com/)
- NNT Change Tracker (https://www.newnettechnologies.com)",Does the organization ensure the integrity of virtual machine images at all times? 
Cloud Security,Multi-Tenant Environments ,CLD-06,Mechanisms exist to ensure multi-tenant owned or managed assets (physical and virtual) are designed and governed such that provider and customer (tenant) user access is appropriately segmented from other tenant users.,"- Security architecture review
- Defined processes to segment at the network, application, databases layers",Does the organization ensure multi-tenant owned or managed assets (physical and virtual) are designed and governed such that provider and customer (tenant) user access is appropriately segmented from other tenant users?
Cloud Security,Customer Responsibility Matrix (CRM),CLD-06.1,"Mechanisms exist to formally document a Customer Responsibility Matrix (CRM), delineating assigned responsibilities for controls between the Cloud Service Provider (CSP) and its customers.","- Customer Responsibility Matrix (CRM)
- Shared Responsibility Matrix (SRM)
- Responsible, Accountable, Supporting, Consulted and Informed (RASCI) matrix","Does the organization formally document a Customer Responsibility Matrix (CRM), delineating assigned responsibilities for controls between the Cloud Service Provider (CSP) and its customers?"
Cloud Security,Multi-Tenant Event Logging Capabilities,CLD-06.2,"Mechanisms exist to ensure Multi-Tenant Service Providers (MTSP) facilitate security event logging capabilities for its customers that are consistent with applicable statutory, regulatory and/or contractual obligations.",,"Does the organization ensure Multi-Tenant Service Providers (MTSP) facilitate security event logging capabilities for its customers that are consistent with applicable statutory, regulatory and/or contractual obligations?"
Cloud Security,Multi-Tenant Forensics Capabilities,CLD-06.3,Mechanisms exist to ensure Multi-Tenant Service Providers (MTSP) facilitate prompt forensic investigations in the event of a suspected or confirmed security incident.,,Does the organization ensure Multi-Tenant Service Providers (MTSP) facilitate prompt forensic investigations in the event of a suspected or confirmed security incident?
Cloud Security,Multi-Tenant Incident Response Capabilities,CLD-06.4,"Mechanisms exist to ensure Multi-Tenant Service Providers (MTSP) facilitate prompt response to suspected or confirmed security incidents and vulnerabilities, including timely notification to affected customers.",,"Does the organization ensure Multi-Tenant Service Providers (MTSP) facilitate prompt response to suspected or confirmed security incidents and vulnerabilities, including timely notification to affected customers?"
Cloud Security,Data Handling & Portability,CLD-07,"Mechanisms exist to ensure cloud providers use secure protocols for the import, export and management of data in cloud-based services. ","- Data Protection Impact Assessment (DPIA)
- Security architecture review
- Encrypted data transfers (e.g. TLS or VPNs)","Does the organization ensure cloud providers use secure protocols for the import, export and management of data in cloud-based services? "
Cloud Security,Standardized Virtualization Formats ,CLD-08,Mechanisms exist to ensure interoperability by requiring cloud providers to use industry-recognized formats and provide documentation of custom changes for review.,"- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- Data Protection Impact Assessment (DPIA)
- Manual review process
- Vendor risk assessments
- Independent vendor compliance assessments ",Does the organization ensure interoperability by requiring cloud providers to use industry-recognized formats and provide documentation of custom changes for review?
Cloud Security,"Geolocation Requirements for Processing, Storage and Service Locations",CLD-09,"Mechanisms exist to control the location of cloud processing/storage based on business requirements that includes statutory, regulatory and contractual obligations. ","- Data Protection Impact Assessment (DPIA)
","Does the organization control the location of cloud processing/storage based on business requirements that includes statutory, regulatory and contractual obligations? "
Cloud Security,Sensitive Data In Public Cloud Providers,CLD-10,Mechanisms exist to limit and manage the storage of sensitive/regulated data in public cloud providers. ,"- Data Protection Impact Assessment (DPIA)
- Security and network architecture diagrams
- Data Flow Diagram (DFD)",Does the organization limit and manage the storage of sensitive/regulated data in public cloud providers? 
Cloud Security,Cloud Access Point (CAP),CLD-11,Mechanisms exist to utilize Cloud Access Points (CAPs) to provide boundary protection and monitoring functions that both provide access to the cloud and protect the organization from the cloud.,"- Next Generation Firewall (NGF)
- Web Application Firewall (WAF)
- Network Routing / Switching
- Intrusion Detection / Protection (IDS / IPS)
- Data Loss Prevention (DLP)
- Full Packet Capture",Does the organization utilize Cloud Access Points (CAPs) to provide boundary protection and monitoring functions that both provide access to the cloud and protect the organization from the cloud?
Cloud Security,Side Channel Attack Prevention,CLD-12,"Mechanisms exist to prevent ""side channel attacks"" when using a Content Delivery Network (CDN) by restricting access to the origin server's IP address to the CDN and an authorized management network.",,"Does the organization prevent ""side channel attacks"" when using a Content Delivery Network (CDN) by restricting access to the origin server's IP address to the CDN and an authorized management network?"
Compliance,"Statutory, Regulatory & Contractual Compliance ",CPL-01,"Mechanisms exist to facilitate the identification and implementation of relevant statutory, regulatory and contractual controls.","- Governance, Risk and Compliance Solution (GRC) tool (SCFConnect, SureCloud,Ostendio, ZenGRC, Archer, RSAM, MetricStream, etc.)
- Steering committee","Does the organization facilitate the implementation of relevant statutory, regulatory and contractual controls?"
Compliance,Non-Compliance Oversight,CPL-01.1,"Mechanisms exist to document and review instances of non-compliance with statutory, regulatory and/or contractual obligations to develop appropriate risk mitigation actions.",,"Does the organization document and review instances of non-compliance with statutory, regulatory and/or contractual obligations to develop appropriate risk mitigation actions?"
Compliance,Compliance Scope,CPL-01.2,"Mechanisms exist to document and validate the scope of cybersecurity and privacy controls that are determined to meet statutory, regulatory and/or contractual compliance obligations.",,"Does the organization document and validate the scope of cybersecurity and privacy controls that are determined to meet statutory, regulatory and/or contractual compliance obligations?"
Compliance,Security & Privacy Controls Oversight ,CPL-02,Mechanisms exist to provide a security & privacy controls oversight function that reports to the organization's executive leadership.,"- Governance, Risk and Compliance Solution (GRC) tool (SCFConnect, SureCloud,Ostendio, ZenGRC, Archer, RSAM, MetricStream, etc.)
- Steering committee
- Formalized SDLC program
- Formalized DevOps program
- Information Assurance Program (IAP)
- Security Test & Evaluation (STE)",Does the organization provide a security & privacy controls oversight function that reports to the organization's executive leadership?
Compliance,Internal Audit Function,CPL-02.1,Mechanisms exist to implement an internal audit function that is capable of providing senior organization management with insights into the appropriateness of the organization's technology and information governance processes.,,Does the organization implement an internal audit function that is capable of providing senior organization management with insights into the appropriateness of the organization's technology and information governance processes?
Compliance,Security Assessments ,CPL-03,"Mechanisms exist to ensure managers regularly review the processes and documented procedures within their area of responsibility to adhere to appropriate security policies, standards and other applicable requirements.","- Information Assurance Program (IAP)
- Security Test & Evaluation (STE)
- Governance, Risk and Compliance Solution (GRC) tool (SCFConnect, SureCloud,Ostendio, ZenGRC, Archer, RSAM, MetricStream, etc.)","Does the organization ensure managers regularly review the processes and documented procedures within their area of responsibility to adhere to appropriate security policies, standards and other applicable requirements?"
Compliance,Independent Assessors ,CPL-03.1,"Mechanisms exist to utilize independent assessors to evaluate security & privacy controls at planned intervals or when the system, service or project undergoes significant changes.","- Information Assurance Program (IAP)
- Security Test & Evaluation (STE)","Does the organization utilize independent assessors to evaluate security & privacy controls at planned intervals or when the system, service or project undergoes significant changes?"
Compliance,Functional Review Of Security Controls ,CPL-03.2,Mechanisms exist to regularly review technology assets for adherence to the organization’s cybersecurity and privacy policies and standards. ,"- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- Internal audit program
- NNT Change Tracker (https://www.newnettechnologies.com)
- Operational review processes
- Regular/yearly policy and standards review process
- Governance, Risk and Compliance Solution (GRC) (ZenGRC, Archer, RSAM, Metric stream, etc.)",Does the organization regularly review technology assets for adherence to the organization’s cybersecurity and privacy policies and standards? 
Compliance,Audit Activities ,CPL-04,Mechanisms exist to thoughtfully plan audits by including input from operational risk and compliance partners to minimize the impact of audit-related activities on business operations.,- Internal audit program,Does the organization thoughtfully plan audits by including input from operational risk and compliance partners to minimize the impact of audit-related activities on business operations?
Compliance,Legal Assessment of Investigative Inquires,CPL-05,"Mechanisms exist to determine whether a government agency has an applicable and valid legal basis to request data from the organization and what further steps need to be taken, if necessary.",,"Does the organization determine whether a government agency has an applicable and valid legal basis to request data from the organization and what further steps need to be taken, if necessary?"
Compliance,Investigation Request Notifications,CPL-05.1,"Mechanisms exist to notify customers about investigation request notifications, unless the applicable legal basis for a government agency's action prohibits notification (e.g., potential criminal prosecution).",,"Does the organization notify customers about investigation request notifications, unless the applicable legal basis for a government agency's action prohibits notification (e.g., potential criminal prosecution)?"
Compliance,Investigation Access Restrictions,CPL-05.2,"Mechanisms exist to support official investigations by provisioning government investigators with ""least privileges"" and ""least functionality"" to ensure that government investigators only have access to the data and systems needed to perform the investigation.",,"Does the organization support official investigations by provisioning government investigators with ""least privileges"" and ""least functionality"" to ensure that government investigators only have access to the data and systems needed to perform the investigation?"
Compliance,Government Surveillance,CPL-06,"Mechanisms exist to constrain the host government from having unrestricted and non-monitored access to the organization's systems, applications and services that could potentially violate other applicable statutory, regulatory and/or contractual obligations.",- Board of Directors (Bod) Ethics Committee,"Does the organization constrain the host government from having unrestricted and non-monitored access to the organization's systems, applications and services that could potentially violate other applicable statutory, regulatory and/or contractual obligations."
Configuration Management,Configuration Management Program,CFG-01,Mechanisms exist to facilitate the implementation of configuration management controls.,"- NNT Change Tracker (https://www.newnettechnologies.com)
- Configuration Management Database (CMDB)
- Baseline hardening standards
- Formalized DevOps program
- Information Assurance Program (IAP)
- Security Test & Evaluation (STE)",Does the organization facilitate the implementation of configuration management controls?
