SCF Domain,SCF Control,SCF #,"Secure Controls Framework (SCF)
Control Description",Methods To Comply With SCF Controls,SCF Control Question
Data Classification & Handling ,Code Names,DCH-23.9,"Mechanisms exist to use aliases to name assets, which are mission-critical and/or contain highly-sensitive/regulated data, are unique and not readily associated with a product, project or type of data.",,"Does the organization use aliases to name assets, which are mission-critical and/or contain highly-sensitive/regulated data, are unique and not readily associated with a product, project or type of data?"
Data Classification & Handling ,Information Location,DCH-24,Mechanisms exist to identify and document the location of information and the specific system components on which the information resides.,- Data Flow Diagram (DFD),Does the organization identify and document the location of information and the specific system components on which the information resides?
Data Classification & Handling ,Automated Tools to Support Information Location,DCH-24.1,Automated mechanisms exist to identify by data classification type to ensure adequate cybersecurity and privacy controls are in place to protect organizational information and individual privacy.,,Does the organization use automated mechanisms to identify by data classification type to ensure adequate cybersecurity and privacy controls are in place to protect organizational information and individual privacy?
Data Classification & Handling ,Transfer of Sensitive and/or Regulated Data,DCH-25,Mechanisms exist to restrict and govern the transfer of sensitive and/or regulated data to third-countries or international organizations.,"- Model contracts
- Privacy Shield
- Binding Corporate Rules (BCR)",Does the organization restrict and govern the transfer of data to third-countries or international organizations?
Data Classification & Handling ,Transfer Activity Limits,DCH-25.1,"Mechanisms exist to establish organization-defined ""normal business activities"" to identify anomalous transaction activities that can reduce the opportunity for sending (outbound) and/or receiving (inbound) fraudulent actions.",,"Does the organization establish organization-defined ""normal business activities"" to identify anomalous transaction activities that can reduce the opportunity for sending (outbound) and/or receiving (inbound) fraudulent actions?"
Data Classification & Handling ,Data Localization,DCH-26,"Mechanisms exist to constrain the impact of ""digital sovereignty laws,"" that require localized data within the host country, where data and processes may be subjected to arbitrary enforcement actions that potentially violate other applicable statutory, regulatory and/or contractual obligations.",- Board of Directors (Bod) Ethics Committee,"Does the organization constrain the impact of ""digital sovereignty laws,"" that require localized data within the host country, where data and processes may be subjected to arbitrary enforcement actions that potentially violate other applicable statutory, regulatory and/or contractual obligations?"
Embedded Technology ,Embedded Technology Security Program ,EMB-01,Mechanisms exist to facilitate the implementation of embedded technology controls. ,,Does the organization facilitate the implementation of embedded technology controls? 
Embedded Technology ,Internet of Things (IOT) ,EMB-02,Mechanisms exist to proactively manage the cybersecurity and privacy risks associated with Internet of Things (IoT).,,Does the organization proactively manage the cybersecurity and privacy risks associated with Internet of Things (IoT)?
Embedded Technology ,Operational Technology (OT) ,EMB-03,Mechanisms exist to proactively manage the cybersecurity and privacy risks associated with Operational Technology (OT).,,Does the organization proactively manage the cybersecurity and privacy risks associated with Operational Technology (OT)?
Embedded Technology ,Interface Security,EMB-04,Mechanisms exist to protect embedded devices against unauthorized use of the physical factory diagnostic and test interface(s).,,"Does the organization protect embedded devices against unauthorized use of the physical factory diagnostic
and test interface(s)?"
Embedded Technology ,Embedded Technology Configuration Monitoring,EMB-05,Mechanisms exist to generate log entries on embedded devices when configuration changes or attempts to access interfaces are detected.,,Does the organization generate log entries on embedded devices when configuration changes or attempts to access interfaces are detected?
Embedded Technology ,Prevent Alterations,EMB-06,Mechanisms exist to protect embedded devices by preventing the unauthorized installation and execution of software.,,Does the organization protect embedded devices by preventing the unauthorized installation and execution of software?
Embedded Technology ,Embedded Technology Maintenance,EMB-07,Mechanisms exist to securely update software and upgrade functionality on embedded devices.,,Does the organization securely updating software and upgrading functionality on embedded devices?
Embedded Technology ,Resilience To Outages,EMB-08,Mechanisms exist to configure embedded technology to be resilient to data network and power outages.,,Does the organization configure embedded technology to be resilient to outages of data networks and power?
Embedded Technology ,Power Level Monitoring,EMB-09,"Automated mechanisms exist to monitor the power levels of embedded technologies for decreased or excessive power usage, including battery drainage, to investigate for device tampering.",,"Does the organization continuously monitor the power levels of embedded technologies for decreased or excessive power usage, including battery drainage, to investigate for device tampering?"
Embedded Technology ,Embedded Technology Reviews,EMB-10,"Mechanisms exist to perform evaluations of deployed embedded technologies as needed, or at least on an annual basis, to ensure that necessary updates to mitigate the risks associated with legacy embedded technologies are identified and implemented.",,"Does the organization perform evaluations of deployed embedded technologies as needed, or at least on an annual basis, to ensure that necessary updates to mitigate the risks associated with legacy embedded technologies are identified and implemented?"
Embedded Technology ,Message Queuing Telemetry Transport (MQTT) Security,EMB-11,Mechanisms exist to enforce the security of Message Queuing Telemetry Transport (MQTT) traffic.,,Does the organization enforce the security of Message Queuing Telemetry Transport (MQTT) traffic?
Embedded Technology ,Restrict Communications,EMB-12,"Mechanisms exist to require embedded technologies to initiate all communications and drop new, incoming communications.",,"Does the organization require embedded technologies to initiate all communications and drop new, incoming communications?"
Embedded Technology ,Authorized Communications,EMB-13,Mechanisms exist to restrict embedded technologies to communicate only with authorized peers and service endpoints.,,Does the organization restrict embedded technologies to communicate only with authorized peers and service endpoints?
Embedded Technology ,Operating Environment Certification,EMB-14,Mechanisms exist to determine if embedded technologies are certified for secure use in the proposed operating environment.,,Does the organization determine if embedded technologies are certified for use in the proposed operating environment?
Embedded Technology ,Safety Assessment,EMB-15,"Mechanisms exist to evaluate the safety aspects of embedded technologies via a fault tree analysis, or similar method, to determine possible consequences of misuse, misconfiguration and/or failure.",,"Does the organization evaluate the safety aspects of embedded technologies via a fault tree analysis, or similar method, to determine possible consequences of misuse, misconfiguration and/or failure?"
Embedded Technology ,Certificate-Based Authentication,EMB-16,"Mechanisms exist to enforce certificate-based authentication for embedded technologies (e.g., IoT, OT, etc.) and their supporting services.",,"Does the organization enforce certificate-based authentication for embedded technologies (e.g., IoT, OT, etc.) and their supporting services?"
Embedded Technology ,Chip-To-Cloud Security,EMB-17,Mechanisms exist to implement embedded technologies that utilize pre-provisioned cloud trust anchors to support secure bootstrap and Zero Touch Provisioning (ZTP).,,Does the organization implement embedded technologies that utilize pre-provisioned cloud trust anchors to support secure bootstrap and Zero Touch Provisioning (ZTP)?
Embedded Technology ,Real-Time Operating System (RTOS) Security,EMB-18,Mechanisms exist to ensure embedded technologies utilize a securely configured Real-Time Operating System (RTOS).,,Does the organization ensure embedded technologies utilize a securely configured Real-Time Operating System (RTOS)?
Embedded Technology ,Safe Operations,EMB-19,Mechanisms exist to continuously validate autonomous systems that trigger an automatic state change when safe operation is no longer assured.,,Does the organization continuously validate autonomous systems that trigger an automatic state change when safe operation is no longer assured?
Endpoint Security,Endpoint Security ,END-01,Mechanisms exist to facilitate the implementation of endpoint security controls.,"- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- Group Policy Objects (GPOs)
- Antimalware technologies
- Software firewalls
- Host-based IDS/IPS technologies
- NNT Change Tracker (https://www.newnettechnologies.com)",Does the organization facilitate the implementation of endpoint security controls?
Endpoint Security,Endpoint Protection Measures ,END-02,"Mechanisms exist to protect the confidentiality, integrity, availability and safety of endpoint devices.","- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- NNT Change Tracker (https://www.newnettechnologies.com)","Does the organization protect the confidentiality, integrity, availability and safety of endpoint devices?"
Endpoint Security,Prohibit Installation Without Privileged Status ,END-03,Automated mechanisms exist to prohibit software installations without explicitly assigned privileged status. ,"- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- Removal of local admin rights
- Privileged Account Management (PAM)
- NNT Change Tracker (https://www.newnettechnologies.com)",Does the organization prohibit user installation of software without explicitly assigned privileged status? 
Endpoint Security,Software Installation Alerts,END-03.1,Mechanisms exist to generate an alert when new software is detected. ,"- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- NNT Change Tracker (https://www.newnettechnologies.com)",Does the organization alert personnel when an unauthorized installation of software is detected? 
Endpoint Security,Governing Access Restriction for Change,END-03.2,"Mechanisms exist to define, document, approve and enforce access restrictions associated with changes to systems.",- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/),"Does the organization define, document, approve and enforce access restrictions associated with changes to systems?"
Endpoint Security,Malicious Code Protection (Anti-Malware) ,END-04,Mechanisms exist to utilize antimalware technologies to detect and eradicate malicious code.,"- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- Antimalware software
- NNT Change Tracker (https://www.newnettechnologies.com)",Does the organization utilize antimalware technologies to detect and eradicate malicious code?
Endpoint Security,Automatic Antimalware Signature Updates,END-04.1,"Mechanisms exist to automatically update antimalware technologies, including signature definitions. ",- Antimalware software,"Does the organization automatically update antimalware technologies, including signature definitions? "
Endpoint Security,Documented Protection Measures,END-04.2,Mechanisms exist to document antimalware technologies.,,Does the organization document antimalware technologies?
Endpoint Security,Centralized Management of Antimalware Technologies,END-04.3,Mechanisms exist to centrally-manage antimalware technologies.,- Antimalware software,Does the organization centrally-manage antimalware technologies?
Endpoint Security,Heuristic / Nonsignature-Based Detection,END-04.4,Mechanisms exist to utilize heuristic / nonsignature-based antimalware detection capabilities.,- Antimalware software,Does the organization utilize heuristic / nonsignature-based antimalware detection capabilities?
Endpoint Security,Malware Protection Mechanism Testing,END-04.5,"Mechanisms exist to test antimalware technologies by introducing a known benign, non-spreading test case into the system and subsequently verifying that both detection of the test case and associated incident reporting occurs. ",- EICAR test file,"Does the organization test antimalware technologies by introducing a known benign, non-spreading test case into the system and subsequently verifying that both detection of the test case and associated incident reporting occurs? "
Endpoint Security,Evolving Malware Threats,END-04.6,Mechanisms exist to perform periodic evaluations evolving malware threats to assess systems that are generally not considered to be commonly affected by malicious software. ,,Does the organization perform periodic evaluations evolving malware threats to assess systems that are generally not considered to be commonly affected by malicious software? 
Endpoint Security,Always On Protection,END-04.7,"Mechanisms exist to ensure that anti-malware technologies are continuously running in real-time and cannot be disabled or altered by non-privileged users, unless specifically authorized by management on a case-by-case basis for a limited time period. ",- Antimalware software,"Does the organization ensure that anti-malware technologies are continuously running and cannot be disabled or altered by non-privileged users, unless specifically authorized by management on a case-by-case basis for a limited time period? "
Endpoint Security,Software Firewall ,END-05,"Mechanisms exist to utilize host-based firewall software, or a similar technology, on all information systems, where technically feasible.",- NNT Change Tracker (https://www.newnettechnologies.com),"Does the organization utilize host-based firewall software, or a similar technology, on all information systems, where technically feasible?"
Endpoint Security,Endpoint File Integrity Monitoring (FIM) ,END-06,Mechanisms exist to utilize File Integrity Monitor (FIM) technology to detect and report unauthorized changes to system files and configurations.,"- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- NNT Change Tracker (https://www.newnettechnologies.com)
- File Integrity Monitor (FIM)",Does the organization utilize File Integrity Monitor (FIM) technology to detect and report unauthorized changes to system files and configurations?
Endpoint Security,Integrity Checks ,END-06.1,Mechanisms exist to validate configurations through integrity checking of software and firmware.,"- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- NNT Change Tracker (https://www.newnettechnologies.com)
- File Integrity Monitor (FIM)",Does the organization validate configurations through integrity checking of software and firmware?
Endpoint Security,Integration of Detection & Response ,END-06.2,Mechanisms exist to detect and respond to unauthorized configuration changes as cybersecurity incidents.,"- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- NNT Change Tracker (https://www.newnettechnologies.com)
- File Integrity Monitor (FIM)",Does the organization detect and respond to unauthorized configuration changes as cybersecurity incidents?
Endpoint Security,Automated Notifications of Integrity Violations,END-06.3,Automated mechanisms exist to alert incident response personnel upon discovering discrepancies during integrity verification. ,- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/),Does the organization alert incident response personnel upon discovering discrepancies during integrity verification? 
Endpoint Security,Automated Response to Integrity Violations,END-06.4,Automated mechanisms exist to implement remediation actions when integrity violations are discovered. ,- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/),Does the organization implement remediation actions when integrity violations are discovered? 
Endpoint Security,Boot Process Integrity,END-06.5,Automated mechanisms exist to verify the integrity of the boot process of information systems.,,Does the organization use automated mechanisms to verify the integrity of the boot process of information systems?
Endpoint Security,Protection of Boot Firmware,END-06.6,Automated mechanisms exist to protect the integrity of boot firmware in information systems.,,Does the organization protect the integrity of boot firmware in information systems?
Endpoint Security,Binary or Machine-Executable Code,END-06.7,Mechanisms exist to prohibit the use of binary or machine-executable code from sources with limited or no warranty and without access to source code.,,Does the organization prohibit the use of binary or machine-executable code from sources with limited or no warranty and without access to source code?
Endpoint Security,Host Intrusion Detection and Prevention Systems (HIDS / HIPS) ,END-07,Mechanisms exist to utilize Host-based Intrusion Detection / Prevention Systems (HIDS / HIPS) on sensitive systems.,"- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- NNT Change Tracker (https://www.newnettechnologies.com)
- File Integrity Monitor (FIM)",Does the organization utilize Host-based Intrusion Detection / Prevention Systems (HIDS / HIPS) on sensitive systems?
Endpoint Security,Phishing & Spam Protection ,END-08,Mechanisms exist to utilize anti-phishing and spam protection technologies to detect and take action on unsolicited messages transported by electronic mail.,,Does the organization utilize anti-phishing and spam protection technologies to detect and take action on unsolicited messages transported by electronic mail?
Endpoint Security,Central Management,END-08.1,Mechanisms exist to centrally-manage anti-phishing and spam protection technologies.,,Does the organization centrally-manage anti-phishing and spam protection technologies?
Endpoint Security,Automatic Spam and Phishing Protection Updates,END-08.2,Mechanisms exist to automatically update anti-phishing and spam protection technologies when new releases are available in accordance with configuration and change management practices.,,Does the organization automatically update anti-phishing and spam protection technologies when new releases are available in accordance with configuration and change management practices?
Endpoint Security,Trusted Path,END-09,Mechanisms exist to establish a trusted communications path between the user and the security functions of the operating system.,- Active Directory (AD) Ctrl+Alt+Del login process,Does the organization establish a trusted communications path between the user and the security functions of the operating system?
Endpoint Security,Mobile Code,END-10,Mechanisms exist to address mobile code / operating system-independent applications. ,,Does the organization address mobile code / operating system-independent applications? 
Endpoint Security,Thin Nodes,END-11,Mechanisms exist to configure thin nodes to have minimal functionality and information storage. ,,Does the organization configure thin nodes to have minimal functionality and information storage? 
Endpoint Security,Port & Input / Output (I/O) Device Access ,END-12,Mechanisms exist to physically disable or remove unnecessary connection ports or input/output devices from sensitive systems.,,Does the organization physically disable or remove unnecessary connection ports or input/output devices from sensitive systems?
Endpoint Security,Sensor Capability,END-13,"Mechanisms exist to configure embedded sensors on systems to: 
 ▪ Prohibit the remote activation of sensing capabilities; and
 ▪ Provide an explicit indication of sensor use to users.",,"Does the organization configure embedded sensors on systems to: 
 ▪ Prohibit the remote activation of sensing capabilities; and
 ▪ Provide an explicit indication of sensor use to users?"
Endpoint Security,Authorized Use,END-13.1,Mechanisms exist to utilize organization-defined measures so that data or information collected by sensors is only used for authorized purposes.,,Does the organization utilize organization-defined measures so that data or information collected by sensors is only used for authorized purposes?
Endpoint Security,Notice of Collection,END-13.2,Mechanisms exist to notify individuals that Personal Data (PD) is collected by sensors.,"- Visible or auditory alert
- Data Protection Impact Assessment (DPIA)",Does the organization notify individuals that Personal Data (PD) is collected by sensors?
Endpoint Security,Collection Minimization,END-13.3,Mechanisms exist to utilize sensors that are configured to minimize the collection of information about individuals.,,Does the organization utilize sensors that are configured to minimize the collection of information about individuals?
Embedded Technology ,Sensor Delivery Verification,END-13.4,Mechanisms exist to verify embedded technology sensors are configured so that data collected by the sensor(s) is only reported to authorized individuals or roles.,,Does the organization verify embedded technology sensors are configured so that data collected by the sensor(s) is only reported to authorized individuals or roles?
Endpoint Security,Collaborative Computing Devices ,END-14,"Mechanisms exist to unplug or prohibit the remote activation of collaborative computing devices with the following exceptions: 
 ▪ Networked whiteboards; 
 ▪ Video teleconference cameras; and 
 ▪ Teleconference microphones. ",- Unplug devices when not needed,"Does the organization unplug or prohibit the remote activation of collaborative computing devices with the following exceptions: 
 ▪ Networked whiteboards; 
 ▪ Video teleconference cameras; and 
 ▪ Teleconference microphones? "
Endpoint Security,Disabling / Removal In Secure Work Areas,END-14.1,Mechanisms exist to disable or remove collaborative computing devices from critical information systems and secure work areas.,,Does the organization disable or remove collaborative computing devices from critical information systems and secure work areas?
Endpoint Security,Explicitly Indicate Current Participants,END-14.2,Automated mechanisms exist to provide an explicit indication of current participants in online meetings and teleconferences.,,Does the organization provide an explicit indication of current participants in online meetings and teleconferences?
Endpoint Security,Hypervisor Access ,END-15,Mechanisms exist to restrict access to hypervisor management functions or administrative consoles for systems hosting virtualized systems.,,Does the organization restrict access to hypervisor management functions or administrative consoles for systems hosting virtualized systems?
Endpoint Security,Restrict Access To Security Functions,END-16,Mechanisms exist to ensure security functions are restricted to authorized individuals and enforce least privilege control requirements for necessary job functions.,- Windows Defender Device Guard,Does the organization ensure security functions are restricted to authorized individuals and enforce least privilege control requirements for necessary job functions?
Endpoint Security,Host-Based Security Function Isolation,END-16.1,Mechanisms exist to implement underlying software separation mechanisms to facilitate security function isolation. ,- Windows Defender Device Guard,Does the organization implement underlying software separation mechanisms to facilitate security function isolation? 
Human Resources Security,Human Resources Security Management,HRS-01,Mechanisms exist to facilitate the implementation of personnel security controls.,,Does the organization facilitate the implementation of personnel security controls?
Human Resources Security,Position Categorization ,HRS-02,Mechanisms exist to manage personnel security risk by assigning a risk designation to all positions and establishing screening criteria for individuals filling those positions.,,Does the organization manage personnel security risk by assigning a risk designation to all positions and establishing screening criteria for individuals filling those positions?
Human Resources Security,Users With Elevated Privileges,HRS-02.1,"Mechanisms exist to ensure that every user accessing a system that processes, stores, or transmits sensitive information is cleared and regularly trained to handle the information in question.",,"Does the organization ensure that every user accessing a system that processes, stores, or transmits sensitive information is cleared and regularly trained to handle the information in question?"
Human Resources Security,Probationary Periods,HRS-02.2,Mechanisms exist to identify newly onboarded personnel for enhanced monitoring during their probationary period.,,Does the organization identify newly onboarded personnel through their probationary period to implement enhanced monitoring?
Human Resources Security,Roles & Responsibilities ,HRS-03,Mechanisms exist to define cybersecurity responsibilities for all personnel. ,"- NIST NICE framework
- RACI diagram",Does the organization define cybersecurity responsibilities for all personnel? 
Human Resources Security,User Awareness ,HRS-03.1,Mechanisms exist to communicate with users about their roles and responsibilities to maintain a safe and secure working environment.,,Does the organization communicate with users about their roles and responsibilities to maintain a safe and secure working environment?
Human Resources Security,Competency Requirements for Security-Related Positions,HRS-03.2,Mechanisms exist to ensure that all security-related positions are staffed by qualified individuals who have the necessary skill set. ,,Does the organization ensure that all security-related positions are staffed by qualified individuals who have the necessary skill set? 
Human Resources Security,Personnel Screening ,HRS-04,Mechanisms exist to manage personnel security risk by screening individuals prior to authorizing access.,"- Criminal, education and employment background checks",Does the organization manage personnel security risk by screening individuals prior to authorizing access?
Human Resources Security,Roles With Special Protection Measures,HRS-04.1,"Mechanisms exist to ensure that individuals accessing a system that stores, transmits or processes information requiring special protection satisfy organization-defined personnel screening criteria.",- Security clearances for classified information.,"Does the organization ensure that individuals accessing a system that stores, transmits or processes information requiring special protection satisfy organization-defined personnel screening criteria?"
Human Resources Security,Formal Indoctrination,HRS-04.2,"Mechanisms exist to verify that individuals accessing a system processing, storing, or transmitting sensitive information are formally indoctrinated for all the relevant types of information to which they have access on the system.",,"Does the organization verify that individuals accessing a system processing, storing, or transmitting sensitive information are formally indoctrinated for all the relevant types of information to which they have access on the system?"
Human Resources Security,Citizenship Requirements,HRS-04.3,"Mechanisms exist to verify that individuals accessing a system processing, storing, or transmitting sensitive information meet applicable statutory, regulatory and/or contractual requirements for citizenship.",,"Does the organization verify that individuals accessing a system processing, storing, or transmitting sensitive information meet applicable statutory, regulatory and/or contractual requirements for citizenship?"
Human Resources Security,Citizenship Identification,HRS-04.4,"Mechanisms exist to identify foreign nationals, including by their specific citizenship.",,"Does the organization identify foreign nationals, including by their specific nationality?"
Human Resources Security,Terms of Employment ,HRS-05,Mechanisms exist to require all employees and contractors to apply cybersecurity and privacy principles in their daily work.,"- Acceptable Use Policy (AUP)
- Rules of behavior",Does the organization require all employees and contractors to apply cybersecurity and privacy principles in their daily work?
Human Resources Security,Rules of Behavior,HRS-05.1,"Mechanisms exist to define acceptable and unacceptable rules of behavior for the use of technologies, including consequences for unacceptable behavior.","- Acceptable Use Policy (AUP)
- Rules of behavior","Does the organization define acceptable and unacceptable rules of behavior for the use of technologies, including consequences for unacceptable behavior?"
Human Resources Security,Social Media & Social Networking Restrictions,HRS-05.2,"Mechanisms exist to define rules of behavior that contain explicit restrictions on the use of social media and networking sites, posting information on commercial websites and sharing account information. ","- Acceptable Use Policy (AUP)
- Rules of behavior","Do rules of behavior contain explicit restrictions on the use of social media and networking sites, posting information on commercial websites and sharing account information? "
Human Resources Security,Use of Communications Technology,HRS-05.3,"Mechanisms exist to establish usage restrictions and implementation guidance for communications technologies based on the potential to cause damage to systems, if used maliciously. ","- Acceptable Use Policy (AUP)
- Rules of behavior","Does the organization establish usage restrictions and implementation guidance for communications technologies based on the potential to cause damage to systems, if used maliciously? "
Human Resources Security,Use of Critical Technologies ,HRS-05.4,Mechanisms exist to govern usage policies for critical technologies. ,,Does the organization govern usage policies for critical technologies? 
Human Resources Security,Use of Mobile Devices,HRS-05.5,Mechanisms exist to manage business risks associated with permitting mobile device access to organizational resources.,"- Acceptable Use Policy (AUP)
- Rules of behavior
- BYOD policy",Does the organization manage business risks associated with permitting mobile device access to organizational resources?
Human Resources Security,Security-Minded Dress Code,HRS-05.6,"Mechanisms exist to prohibit the use of oversized clothing (e.g., baggy pants, oversized hooded sweatshirts, etc.) to prevent the unauthorized exfiltration of data and technology assets.",,"Does the organization prohibit the use of oversized clothing (e.g., baggy pants, oversized hooded sweatshirts, etc.) to prevent the unauthorized exfiltration of data and technology assets?"
Human Resources Security,Policy Familiarization & Acknowledgement,HRS-05.7,Mechanisms exist to ensure personnel receive recurring familiarization with the organization’s cybersecurity and privacy policies and provide acknowledgement.,,Does the organization ensure personnel receive recurring familiarization with the organization’s cybersecurity and privacy policies and provide acknowledgement?
Human Resources Security,Access Agreements ,HRS-06,Mechanisms exist to require internal and third-party users to sign appropriate access agreements prior to being granted access. ,,Does the organization require internal and third-party users to sign appropriate access agreements prior to being granted access? 
Human Resources Security,Confidentiality Agreements,HRS-06.1,"Mechanisms exist to require Non-Disclosure Agreements (NDAs) or similar confidentiality agreements that reflect the needs to protect data and operational details, or both employees and third-parties.",- Non-Disclosure Agreements (NDAs),"Does the organization require Non-Disclosure Agreements (NDAs) or similar confidentiality agreements that reflect the needs to protect data and operational details, or both employees and third-parties?"
Human Resources Security,Post-Employment Obligations,HRS-06.2,"Mechanisms exist to notify terminated individuals of applicable, legally-binding post-employment requirements for the protection of sensitive organizational information.",,"Does the organization notify terminated individuals of applicable, legally-binding post-employment requirements for the protection of sensitive organizational information?"
Human Resources Security,Personnel Sanctions,HRS-07,"Mechanisms exist to sanction personnel failing to comply with established security policies, standards and procedures. ",,"Does the organization sanction personnel failing to comply with established security policies, standards and procedures? "
Human Resources Security,Workplace Investigations,HRS-07.1,Mechanisms exist to conduct employee misconduct investigations when there is reasonable assurance that a policy has been violated. ,,Does the organization conduct employee misconduct investigations when there is reasonable assurance that a policy has been violated? 
Human Resources Security,Personnel Transfer,HRS-08,"Mechanisms exist to adjust logical and physical access authorizations to systems and facilities upon personnel reassignment or transfer, in a timely manner.",,"Does the organization adjust logical and physical access authorizations to systems and facilities upon personnel reassignment or transfer, in a timely manner?"
Human Resources Security,Personnel Termination ,HRS-09,Mechanisms exist to govern the termination of individual employment.,,Does the organization govern the termination of individual employment?
Human Resources Security,Asset Collection,HRS-09.1,Mechanisms exist to retrieve organization-owned assets upon termination of an individual's employment.,,Does the organization retrieve organization-owned assets upon termination of an individual's employment?
Human Resources Security,High-Risk Terminations,HRS-09.2,"Mechanisms exist to expedite the process of removing ""high risk"" individual’s access to systems and applications upon termination, as determined by management.",,"Does the organization expedite the process of removing ""high risk"" individual’s access to systems and applications upon termination, as determined by management?"
Human Resources Security,Post-Employment Requirements ,HRS-09.3,"Mechanisms exist to govern former employee behavior by notifying terminated individuals of applicable, legally binding post-employment requirements for the protection of organizational information.",- Non-Disclosure Agreements (NDAs),"Does the organization govern former employee behavior by notifying terminated individuals of applicable, legally binding post-employment requirements for the protection of organizational information?"
Human Resources Security,Automated Employment Status Notifications,HRS-09.4,Automated mechanisms exist to notify Identity and Access Management (IAM) personnel or roles upon termination of an individual employment or contract.,,Does the organization notify Identity and Access Management (IAM) personnel or roles upon termination of an individual employment or contract?
Human Resources Security,Third-Party Personnel Security,HRS-10,Mechanisms exist to govern third-party personnel by reviewing and monitoring third-party cybersecurity and privacy roles and responsibilities.,- Independent background check service,Does the organization govern third-party personnel by reviewing and monitoring third-party cybersecurity and privacy roles and responsibilities?
Human Resources Security,Separation of Duties (SoD),HRS-11,Mechanisms exist to implement and maintain Separation of Duties (SoD) to prevent potential inappropriate activity without collusion.,,Does the organization implement and maintain Separation of Duties (SoD) to prevent potential inappropriate activity without collusion?
Human Resources Security,Incompatible Roles ,HRS-12,"Mechanisms exist to avoid incompatible development-specific roles through limiting and reviewing developer privileges to change hardware, software and firmware components within a production/operational environment.",,"Does the organization avoid incompatible development-specific roles through limiting and reviewing developer privileges to change hardware, software and firmware components within a production/operational environment?"
Human Resources Security,Two-Person Rule,HRS-12.1,Mechanisms exist to enforce a two-person rule for implementing changes to sensitive systems.,,Does the organization enforce a two-person rule for implementing changes to sensitive systems?
Human Resources Security,Identify Critical Skills & Gaps,HRS-13,Mechanisms exist to evaluate the critical cybersecurity and privacy skills needed to support the organization’s mission and identify gaps that exist.,,Does the organization evaluate the critical cybersecurity and privacy skills needed to support the organization’s mission and identify gaps that exist?
Human Resources Security,Remediate Identified Skills Deficiencies,HRS-13.1,Mechanisms exist to remediate critical skills deficiencies necessary to support the organization’s mission and business functions.,,Does the organization remediate critical skills deficiencies necessary to support the organization’s mission and business functions?
Human Resources Security,Identify Vital Cybersecurity & Privacy Staff,HRS-13.2,Mechanisms exist to identify vital cybersecurity & privacy staff.,,Does the organization identify vital cybersecurity & privacy staff?
Human Resources Security,Establish Redundancy for Vital Cybersecurity & Privacy Staff,HRS-13.3,Mechanisms exist to establish redundancy for vital cybersecurity & privacy staff.,,Does the organization establish redundancy for vital cybersecurity & privacy staff?
Human Resources Security,Perform Succession Planning,HRS-13.4,Mechanisms exist to perform succession planning for vital cybersecurity & privacy roles.,,Does the organization perform succession planning for vital cybersecurity & privacy roles?
Identification & Authentication,Identity & Access Management (IAM) ,IAC-01,Mechanisms exist to facilitate the implementation of identification and access management controls.,,Does the organization facilitate the implementation of identification and access management controls?
Identification & Authentication,Retain Access Records,IAC-01.1,"Mechanisms exist to retain a record of personnel accountability to ensure there is a record of all access granted to an individual (system and application-wise), who provided the authorization, when the authorization was granted and when the access was last reviewed.",,"Does the organization retain a record of personnel accountability to ensure there is a record of all personnel authorized to access a system, their user identification, who provided the authorization, when the authorization was granted and when the access was last reviewed?"
Identification & Authentication,Identification & Authentication for Organizational Users ,IAC-02,"Mechanisms exist to uniquely identify and centrally Authenticate, Authorize and Audit (AAA) organizational users and processes acting on behalf of organizational users. ",,Does the organization uniquely identify and authenticate organizational users and processes acting on behalf of organizational users? 
Identification & Authentication,Group Authentication ,IAC-02.1,Mechanisms exist to require individuals to be authenticated with an individual authenticator when a group authenticator is utilized. ,,Does the organization require individuals to be authenticated with an individual authenticator when a group authenticator is utilized? 
Identification & Authentication,Network Access to Privileged Accounts - Replay Resistant,IAC-02.2,Automated mechanisms exist to employ replay-resistant network access authentication.,,Does the organization employ replay-resistant network access authentication?
Identification & Authentication,Acceptance of PIV Credentials ,IAC-02.3,Mechanisms exist to accept and electronically verify organizational Personal Identity Verification (PIV) credentials. ,- Personal Identity Verification (PIV) credentials,Does the organization accept and electronically verify organizational Personal Identity Verification (PIV) credentials? 
Identification & Authentication,Out-of-Band Authentication (OOBA) ,IAC-02.4,Mechanisms exist to implement Out-of-Band Authentication (OOBA) under specific conditions. ,,Does the organization implement Out-of-Band Authentication (OOBA) under specific conditions? 
