SCF Domain,SCF Control,SCF #,"Secure Controls Framework (SCF)
Control Description",Methods To Comply With SCF Controls,SCF Control Question
Risk Management,Risk Framing,RSK-01.1,"Mechanisms exist to identify:
 ▪ Assumptions affecting risk assessments, risk response and risk monitoring;
 ▪ Constraints affecting risk assessments, risk response and risk monitoring;
 ▪ The organizational risk tolerance; and
 ▪ Priorities and trade-offs considered by the organization for managing risk.",- Risk Management Program (RMP),"Does the organization identify:
 ▪ Assumptions affecting risk assessments, risk response and risk monitoring;
 ▪ Constraints affecting risk assessments, risk response and risk monitoring;
 ▪ The organizational risk tolerance; and
 ▪ Priorities and trade-offs considered by the organization for managing risk?"
Risk Management,Risk Management Resourcing ,RSK-01.2,Mechanisms exist to reduce the magnitude or likelihood of potential impacts by resourcing the capability required to manage technology-related risks.,,Does the organization reduce the magnitude or likelihood of potential impacts by resourcing the capability required to manage technology-related risks?
Risk Management,Risk Tolerance,RSK-01.3,Mechanisms exist to define organizational risk tolerance(s).,- Defined risk tolerance,Does the organization define organizational risk tolerance(s)?
Risk Management,Risk Threshold,RSK-01.4,Mechanisms exist to define organizational risk threshold.,- Defined risk threshold,Does the organization define organizational risk threshold?
Risk Management,Risk-Based Security Categorization ,RSK-02,"Mechanisms exist to categorize systems and data in accordance with applicable local, state and Federal laws that:
 ▪ Document the security categorization results (including supporting rationale) in the security plan for systems; and
 ▪ Ensure the security categorization decision is reviewed and approved by the asset owner.",- Risk Management Program (RMP),"Does the organization categorize systems and data in accordance with applicable local, state and Federal laws that:
 ▪ Document the security categorization results (including supporting rationale) in the security plan for systems; and
 ▪ Ensure the security categorization decision is reviewed and approved by the asset owner?"
Risk Management,Impact-Level Prioritization,RSK-02.1,"Mechanisms exist to prioritize the impact level for systems, applications and/or services to prevent potential disruptions.",,"Does the organization prioritize the impact level for systems, applications and/or services to provide additional granularity on potential disruptions?"
Risk Management,Risk Identification,RSK-03,"Mechanisms exist to identify and document risks, both internal and external. ",- Risk Management Program (RMP),"Does the organization identify and document risks, both internal and external? "
Risk Management,Risk Assessment ,RSK-04,"Mechanisms exist to conduct recurring assessments of risk that includes the likelihood and magnitude of harm, from unauthorized access, use, disclosure, disruption, modification or destruction of the organization's systems and data.","- Risk Management Program (RMP)
- Risk assessment
- Business Impact Analysis (BIA)
- Data Protection Impact Assessment (DPIA)","Does the organization conduct an annual assessment of risk that includes the likelihood and magnitude of harm, from unauthorized access, use, disclosure, disruption, modification or destruction of the organization's systems and data?"
Risk Management,Risk Register,RSK-04.1,Mechanisms exist to maintain a risk register that facilitates monitoring and reporting of risks.,"- Risk Management Program (RMP)
- Risk register
- Governance, Risk and Compliance Solution (GRC) tool (SCFConnect, SureCloud,Ostendio, ZenGRC, Archer, RSAM, MetricStream, etc.)",Does the organization maintain a risk register that facilitates monitoring and reporting of risks?
Risk Management,Risk Ranking ,RSK-05,Mechanisms exist to identify and assign a risk ranking to newly discovered security vulnerabilities that is based on industry-recognized practices. ,- Risk Management Program (RMP),Does the organization identify and assign a risk ranking to newly discovered security vulnerabilities that is based on industry-recognized practices? 
Risk Management,Risk Remediation ,RSK-06,Mechanisms exist to remediate risks to an acceptable level. ,"- Risk Management Program (RMP)
- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)",Does the organization remediate risks to an acceptable level? 
Risk Management,Risk Response,RSK-06.1,"Mechanisms exist to respond to findings from cybersecurity and privacy assessments, incidents and audits to ensure proper remediation has been performed.",- Risk Management Program (RMP),"Does the organization respond to findings from cybersecurity and privacy assessments, incidents and audits to ensure proper remediation has been performed?"
Risk Management,Compensating Countermeasures,RSK-06.2,Mechanisms exist to identify and implement compensating countermeasures to reduce risk and exposure to threats.,,Does the organization identify and implement compensating countermeasures to reduce risk and exposure to threats?
Risk Management,Risk Assessment Update,RSK-07,"Mechanisms exist to routinely update risk assessments and react accordingly upon identifying new security vulnerabilities, including using outside sources for security vulnerability information. ",- Risk Management Program (RMP),"Does the organization routinely update risk assessments and react accordingly upon identifying new security vulnerabilities, including using outside sources for security vulnerability information? "
Risk Management,Business Impact Analysis (BIA) ,RSK-08,Mechanisms exist to conduct a Business Impact Analysis (BIA) to identify and assess cybersecurity and data protection risks.,"- Risk Management Program (RMP)
- Data Protection Impact Assessment (DPIA)
- Business Impact Analysis (BIA)",Does the organization conduct a Business Impact Analysis (BIA) to identify and assess cybersecurity and data protection risks?
Risk Management,Supply Chain Risk Management (SCRM) Plan,RSK-09,"Mechanisms exist to develop a plan for Supply Chain Risk Management (SCRM) associated with the development, acquisition, maintenance and disposal of systems, system components and services, including documenting selected mitigating actions and monitoring performance against those plans.",- Risk Management Program (RMP),"Does the organization develop a plan for Supply Chain Risk Management (SCRM) associated with the development, acquisition, maintenance and disposal of systems, system components and services, including documenting selected mitigating actions and monitoring performance against those plans?"
Risk Management,Supply Chain Risk Assessment,RSK-09.1,"Mechanisms exist to periodically assess supply chain risks associated with systems, system components and services.","- Risk Management Program (RMP)
- Data Protection Impact Assessment (DPIA)","Does the organization assess supply chain risks associated with systems, system components and services?"
Risk Management,AI & Autonomous Technologies Supply Chain Impacts,RSK-09.2,"Mechanisms exist to address Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks and benefits arising from the organization's supply chain, including third-party software and data.",,"Does the organization address Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks and benefits arising from the organization's supply chain, including third-party software and data?"
Risk Management,Data Protection Impact Assessment (DPIA) ,RSK-10,"Mechanisms exist to conduct a Data Protection Impact Assessment (DPIA) on systems, applications and services that store, process and/or transmit Personal Data (PD) to identify and remediate reasonably-expected risks.","- Risk Management Program (RMP)
- Data Protection Impact Assessment (DPIA)
- Privacy Impact Assessment (PIA)","Does the organization conduct a Data Protection Impact Assessment (DPIA) on systems, applications and services that store, process and/or transmit Personal Data (PD) to identify and remediate reasonably-expected risks?"
Risk Management,Risk Monitoring,RSK-11,"Mechanisms exist to ensure risk monitoring as an integral part of the continuous monitoring strategy that includes monitoring the effectiveness of security & privacy controls, compliance and change management.",,"Does the organization ensure risk monitoring as an integral part of the continuous monitoring strategy that includes monitoring the effectiveness of security & privacy controls, compliance and change management?"
Risk Management,Risk Culture,RSK-12,Mechanisms exist to ensure teams are committed to a culture that considers and communicates technology-related risk.,,Does the organization ensure teams are committed to a culture that considers and communicates technology-related risk?
Secure Engineering & Architecture ,Secure Engineering Principles ,SEA-01,"Mechanisms exist to facilitate the implementation of industry-recognized cybersecurity and privacy practices in the specification, design, development, implementation and modification of systems and services.",,"Does the organization facilitate the implementation of industry-recognized cybersecurity and privacy practices in the specification, design, development, implementation and modification of systems and services?"
Secure Engineering & Architecture ,Centralized Management of Cybersecurity & Privacy Controls,SEA-01.1,Mechanisms exist to centrally-manage the organization-wide management and implementation of cybersecurity and privacy controls and related processes.,,Does the organization centrally-manage the organization-wide management and implementation of cybersecurity and privacy controls and related processes?
Secure Engineering & Architecture ,Alignment With Enterprise Architecture ,SEA-02,"Mechanisms exist to develop an enterprise architecture, aligned with industry-recognized leading practices, with consideration for cybersecurity and privacy principles that addresses risk to organizational operations, assets, individuals, other organizations. ","- Administrative controls through corporate policies, standards & procedures.
- NIST 800-160
- Enterprise architecture committee","Does the organization develop an enterprise architecture, aligned with industry-recognized leading practices, with consideration for cybersecurity and privacy principles that addresses risk to organizational operations, assets, individuals, other organizations? "
Secure Engineering & Architecture ,Standardized Terminology,SEA-02.1,Mechanisms exist to standardize technology and process terminology to reduce confusion amongst groups and departments. ,,Does the organization standardize technology and process terminology to reduce confusion amongst groups and departments? 
Secure Engineering & Architecture ,Outsourcing Non-Essential Functions or Services,SEA-02.2,Mechanisms exist to identify non-essential functions or services that are capable of being outsourced to third-party service providers and align with the organization's enterprise architecture and security standards.,,Does the organization identify non-essential functions or services that are capable of being outsourced to third-party service providers and align with the organization's enterprise architecture and security standards?
Secure Engineering & Architecture ,Technical Debt Reviews,SEA-02.3,Mechanisms exist to conduct ongoing “technical debt” reviews of hardware and software technologies to remediate outdated and/or unsupported technologies.,,Does the organization conduct ongoing “technical debt” reviews of hardware and software technologies to remediate outdated and/or unsupported technologies?
Secure Engineering & Architecture ,Defense-In-Depth (DiD) Architecture,SEA-03,Mechanisms exist to implement security functions as a layered structure minimizing interactions between layers of the design and avoiding any dependence by lower layers on the functionality or correctness of higher layers. ,,Does the organization implement security functions as a layered structure minimizing interactions between layers of the design and avoiding any dependence by lower layers on the functionality or correctness of higher layers? 
Secure Engineering & Architecture ,System Partitioning ,SEA-03.1,Mechanisms exist to partition systems so that partitions reside in separate physical domains or environments. ,,Does the organization partition systems so that partitions reside in separate physical domains or environments? 
Secure Engineering & Architecture ,Application Partitioning,SEA-03.2,Mechanisms exist to separate user functionality from system management functionality. ,- Separate interface for non-privileged users.,Does the organization separate user functionality (including user interface services) from system management functionality? 
Secure Engineering & Architecture ,Process Isolation ,SEA-04,Mechanisms exist to implement a separate execution domain for each executing process. ,,Does the organization implement a separate execution domain for each executing process? 
Secure Engineering & Architecture ,Security Function Isolation,SEA-04.1,Mechanisms exist to isolate security functions from non-security functions. ,,Does the organization isolate security functions from non-security functions? 
Secure Engineering & Architecture ,Hardware Separation,SEA-04.2,Mechanisms exist to implement underlying hardware separation mechanisms to facilitate process separation. ,,Does the organization implement underlying hardware separation mechanisms to facilitate process separation? 
Secure Engineering & Architecture ,Thread Separation,SEA-04.3,Mechanisms exist to maintain a separate execution domain for each thread in multi-threaded processing. ,,Does the organization maintain a separate execution domain for each thread in multi-threaded processing? 
Secure Engineering & Architecture ,Information In Shared Resources ,SEA-05,Mechanisms exist to prevent unauthorized and unintended information transfer via shared system resources. ,,Does the organization prevent unauthorized and unintended information transfer via shared system resources? 
Secure Engineering & Architecture ,Prevent Program Execution,SEA-06,Automated mechanisms exist to prevent the execution of unauthorized software programs. ,,Does the organization use automated mechanisms to prevent the execution of unauthorized software programs? 
Secure Engineering & Architecture ,Predictable Failure Analysis ,SEA-07,Mechanisms exist to determine the Mean Time to Failure (MTTF) for system components in specific environments of operation.,- Mean Time to Failure (MTTF),Does the organization determine the Mean Time to Failure (MTTF) for system components in specific environments of operation?
Secure Engineering & Architecture ,Technology Lifecycle Management,SEA-07.1,Mechanisms exist to manage the usable lifecycles of systems. ,"- Computer Lifecycle Program (CLP)
- Technology Asset Management (TAM)",Does the organization manage the usable lifecycles of systems? 
Secure Engineering & Architecture ,Fail Secure,SEA-07.2,"Mechanisms exist to enable systems to fail to an organization-defined known-state for types of failures, preserving system state information in failure. ",,"Does the organization enable systems to fail to an organization-defined known-state for types of failures, preserving system state information in failure? "
Secure Engineering & Architecture ,Fail Safe,SEA-07.3,Mechanisms exist to implement fail-safe procedures when failure conditions occur. ,,Does the organization implement fail-safe procedures when failure conditions occur? 
Secure Engineering & Architecture ,Non-Persistence ,SEA-08,Mechanisms exist to implement non-persistent system components and services that are initiated in a known state and terminated upon the end of the session of use or periodically at an organization-defined frequency. ,,Does the organization implement non-persistent system components and services that are initiated in a known state and terminated upon the end of the session of use or periodically at an organization-defined frequency? 
Secure Engineering & Architecture ,Refresh from Trusted Sources,SEA-08.1,Mechanisms exist to ensure that software and data needed for information system component and service refreshes are obtained from trusted sources.,- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/),Does the organization ensure that software and data needed for information system component and service refreshes are obtained from trusted sources?
Secure Engineering & Architecture ,Information Output Filtering ,SEA-09,Mechanisms exist to validate information output from software programs and/or applications to ensure that the information is consistent with the expected content. ,,Does the organization validate information output from software programs and/or applications to ensure that the information is consistent with the expected content? 
Secure Engineering & Architecture ,Limit Personal Data (PD) Dissemination,SEA-09.1,Mechanisms exist to limit the dissemination of Personal Data (PD) to organization-defined elements identified in the Data Protection Impact Assessment (DPIA) and consistent with authorized purposes.,- Data Protection Impact Assessment (DPIA),Does the organization limit the dissemination of Personal Data (PD) to organization-defined elements identified in the Data Protection Impact Assessment (DPIA) and consistent with authorized purposes?
Secure Engineering & Architecture ,Memory Protection ,SEA-10,Mechanisms exist to implement security safeguards to protect system memory from unauthorized code execution. ,"- Puppet (https://puppet.com/)
- Chef (https://www.chef.io/) (https://www.chef.io/)",Does the organization implement security safeguards to protect system memory from unauthorized code execution? 
Secure Engineering & Architecture ,Honeypots ,SEA-11,"Mechanisms exist to utilize honeypots that are specifically designed to be the target of malicious attacks for the purpose of detecting, deflecting and analyzing such attacks. ",,"Does the organization utilize honeypots that are specifically designed to be the target of malicious attacks for the purpose of detecting, deflecting and analyzing such attacks? "
Secure Engineering & Architecture ,Honeyclients ,SEA-12,Mechanisms exist to utilize honeyclients that proactively seek to identify malicious websites and/or web-based malicious code. ,,Does the organization utilize honeyclients that proactively seek to identify malicious websites and/or web-based malicious code? 
Secure Engineering & Architecture ,Heterogeneity ,SEA-13,Mechanisms exist to utilize a diverse set of technologies for system components to reduce the impact of technical vulnerabilities from the same Original Equipment Manufacturer (OEM). ,,Does the organization utilize a diverse set of technologies for system components to reduce the impact of technical vulnerabilities from the same Original Equipment Manufacturer (OEM)? 
Secure Engineering & Architecture ,Virtualization Techniques ,SEA-13.1,Mechanisms exist to utilize virtualization techniques to support the employment of a diversity of operating systems and applications.,,Does the organization utilize virtualization techniques to support the employment of a diversity of operating systems and applications?
Secure Engineering & Architecture ,Concealment & Misdirection ,SEA-14,Mechanisms exist to utilize concealment and misdirection techniques for systems to confuse and mislead adversaries. ,,Does the organization utilize concealment and misdirection techniques for systems to confuse and mislead adversaries? 
Secure Engineering & Architecture ,Randomness,SEA-14.1,Automated mechanisms exist to introduce randomness into organizational operations and assets.,,Does the organization introduce randomness into organizational operations and assets?
Secure Engineering & Architecture ,Change Processing & Storage Locations,SEA-14.2,Automated mechanisms exist to change the location of processing and/or storage at random time intervals.,,Does the organization change the location of processing and/or storage at random time intervals?
Secure Engineering & Architecture ,Distributed Processing & Storage ,SEA-15,Mechanisms exist to distribute processing and storage across multiple physical locations. ,,Does the organization distribute processing and storage across multiple physical locations? 
Secure Engineering & Architecture ,Non-Modifiable Executable Programs ,SEA-16,"Mechanisms exist to utilize non-modifiable executable programs that load and execute the operating environment and applications from hardware-enforced, read-only media.",,"Does the organization utilize non-modifiable executable programs that load and execute the operating environment and applications from hardware-enforced, read-only media?"
Secure Engineering & Architecture ,Secure Log-On Procedures ,SEA-17,Mechanisms exist to utilize a trusted communications path between the user and the security functions of the system.,- Active Directory (AD) Ctrl+Alt+Del login process,Does the organization utilize a trusted communications path between the user and the security functions of the system?
Secure Engineering & Architecture ,System Use Notification (Logon Banner),SEA-18,Mechanisms exist to utilize system use notification / logon banners that display an approved system use notification message or banner before granting access to the system that provides privacy and security notices.,"- Logon banner
- System use notifications
- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- NNT Change Tracker (https://www.newnettechnologies.com)",Does the organization utilize system use notification / logon banners that display an approved system use notification message or banner before granting access to the system that provides privacy and security notices?
Secure Engineering & Architecture ,Standardized Microsoft Windows Banner,SEA-18.1,Mechanisms exist to configure Microsoft Windows-based systems to display an approved logon banner before granting access to the system that provides privacy and security notices.,"- Active Directory (AD) Ctrl+Alt+Del login process
- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- NNT Change Tracker (https://www.newnettechnologies.com)",Does the organization utilize displays a system use notification / logon banner for Active Directory (AD) users on Microsoft Windows devices before granting access to the system that provides privacy and security notices?
Secure Engineering & Architecture ,Truncated Banner,SEA-18.2,"Mechanisms exist to utilize a truncated system use notification / logon banner on systems not capable of displaying a logon banner from a centralized source, such as Active Directory.","- Logon banner
- System use notifications
- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- NNT Change Tracker (https://www.newnettechnologies.com)","Does the organization utilize a truncated system use notification / logon banner on systems not capable of displaying a logon banner from a centralized source, such as Active Directory?"
Secure Engineering & Architecture ,Previous Logon Notification,SEA-19,"Mechanisms exist to configure systems that process, store or transmit sensitive/regulated data to notify the user, upon successful logon, of the number of unsuccessful logon attempts since the last successful logon.",- Network Time Protocol (NTP),"Does the organization configure systems that process, store or transmit sensitive/regulated data to notify the user, upon successful logon, of the number of unsuccessful logon attempts since the last successful logon?"
Secure Engineering & Architecture ,Clock Synchronization,SEA-20,Mechanisms exist to utilize time-synchronization technology to synchronize all critical system clocks. ,- Network Time Protocol (NTP),Does the organization utilize time-synchronization technology to synchronize all critical system clocks? 
Security Operations,Operations Security ,OPS-01,Mechanisms exist to facilitate the implementation of operational security controls.,"- Standardized Operating Procedures (SOP)
- ITIL v4 
- COBIT 2019",Does the organization facilitate the implementation of operational security controls?
Security Operations,Standardized Operating Procedures (SOP),OPS-01.1,"Mechanisms exist to identify and document Standardized Operating Procedures (SOP), or similar documentation, to enable the proper execution of day-to-day / assigned tasks.",- Standardized Operating Procedures (SOP),"Does the organization use Standardized Operating Procedures (SOP), or similar mechanisms, to identify and document day-to-day procedures to enable the proper execution of assigned tasks?"
Security Operations,Security Concept Of Operations (CONOPS) ,OPS-02,"Mechanisms exist to develop a security Concept of Operations (CONOPS), or a similarly-defined plan for achieving cybersecurity objectives, that documents management, operational and technical measures implemented to apply defense-in-depth techniques that is communicated to all appropriate stakeholders. ",,"Does the organization develop a security Concept of Operations (CONOPS) that documents management, operational and technical measures implemented to apply defense-in-depth techniques?"
Security Operations,"Service Delivery
(Business Process Support) ",OPS-03,"Mechanisms exist to define supporting business processes and implement appropriate governance and service management to ensure appropriate planning, delivery and support of the organization's technology capabilities supporting business functions, workforce, and/or customers based on industry-recognized standards to achieve the specific goals of the process area.","- ITIL v4 
- COBIT 2019","Does the organization define supporting business processes and implement appropriate governance and service management to ensure appropriate planning, delivery and support of the organization's technology capabilities supporting business functions, workforce, and/or customers based on industry-recognized standards? "
Security Operations,Security Operations Center (SOC),OPS-04,Mechanisms exist to establish and maintain a Security Operations Center (SOC) that facilitates a 24x7 response capability.,,Does the organization have an internal or outsourced Security Operations Center (SOC) that facilitates a 24x7 response capability?
Security Operations,Secure Practices Guidelines,OPS-05,"Mechanisms exist to provide guidelines and recommendations for the secure use of products and/or services to assist in the configuration, installation and use of the product and/or service.",,"Does the organization provide guidelines and recommendations for the secure use of products and/or services to assist in the configuration, installation and use of the product and/or service?"
Security Awareness & Training ,Security & Privacy-Minded Workforce ,SAT-01,Mechanisms exist to facilitate the implementation of security workforce development and awareness controls. ,,Does the organization facilitate the implementation of security workforce development and awareness controls? 
Security Awareness & Training ,Security & Privacy Awareness ,SAT-02,Mechanisms exist to provide all employees and contractors appropriate awareness education and training that is relevant for their job function. ,,Does the organization provide all employees and contractors appropriate awareness education and training that is relevant for their job function? 
Security Awareness & Training ,Simulated Cyber Attack Scenario Training,SAT-02.1,Mechanisms exist to include simulated actual cyber-attacks through practical exercises that are aligned with current threat scenarios.,,Does the organization simulate actual cyber-attacks through practical exercises that are aligned with current threat scenarios?
Security Awareness & Training ,Social Engineering & Mining,SAT-02.2,Mechanisms exist to include awareness training on recognizing and reporting potential and actual instances of social engineering and social mining.,,Does the organization include awareness training on recognizing and reporting potential and actual instances of social engineering and social mining?
Security Awareness & Training ,Role-Based Security & Privacy Training ,SAT-03,"Mechanisms exist to provide role-based security-related training: 
 ▪ Before authorizing access to the system or performing assigned duties; 
 ▪ When required by system changes; and 
 ▪ Annually thereafter.",,"Does the organization provide role-based security-related training: 
 ▪ Before authorizing access to the system or performing assigned duties; 
 ▪ When required by system changes; and 
 ▪ Annually thereafter?"
Security Awareness & Training ,Practical Exercises ,SAT-03.1,Mechanisms exist to include practical exercises in cybersecurity and privacy training that reinforce training objectives.,,Does the organization include practical exercises in cybersecurity and privacy training that reinforce training objectives?
Security Awareness & Training ,Suspicious Communications & Anomalous System Behavior,SAT-03.2,Mechanisms exist to provide training to personnel on organization-defined indicators of malware to recognize suspicious communications and anomalous behavior.,,Does the organization provide training to personnel on organization-defined indicators of malware to recognize suspicious communications and anomalous behavior?
Security Awareness & Training ,"Sensitive Information Storage, Handling & Processing",SAT-03.3,"Mechanisms exist to ensure that every user accessing a system processing, storing or transmitting sensitive information is formally trained in data handling requirements.",,"Does the organization ensure that every user accessing a system processing, storing or transmitting sensitive information is formally trained in data handling requirements?"
Security Awareness & Training ,Vendor Security & Privacy Training,SAT-03.4,Mechanisms exist to incorporate vendor-specific security training in support of new technology initiatives. ,,Does the organization incorporate vendor-specific security training in support of new technology initiatives? 
Security Awareness & Training ,Privileged Users,SAT-03.5,Mechanisms exist to provide specific training for privileged users to ensure privileged users understand their unique roles and responsibilities ,,Does the organization provide specific training for privileged users to ensure privileged users understand their unique roles and responsibilities 
Security Awareness & Training ,Cyber Threat Environment,SAT-03.6,Mechanisms exist to provide role-based cybersecurity and privacy awareness training that is specific to the cyber threats that the user might encounter the user's specific day-to-day business operations.,,Does the organization provide role-based cybersecurity and privacy awareness training that is specific to the cyber threats that the user might encounter the user's specific day-to-day business operations?
Security Awareness & Training ,Continuing Professional Education (CPE) - Cybersecurity & Privacy Personnel,SAT-03.7,Mechanisms exist to ensure cybersecurity and privacy personnel receive Continuing Professional Education (CPE) training to maintain currency and proficiency with industry-recognized secure practices that are pertinent to their assigned roles and responsibilities.,,Does the organization ensure cybersecurity and privacy personnel receive Continuing Professional Education (CPE) training to maintain currency and proficiency with industry-recognized secure practices that are pertinent to their assigned roles and responsibilities?
Security Awareness & Training ,Continuing Professional Education (CPE) - DevOps Personnel,SAT-03.8,Mechanisms exist to ensure application development and operations (DevOps) personnel receive Continuing Professional Education (CPE) training on Secure Software Development Practices (SSDP) to appropriately address evolving threats.,,Does the organization ensure application development and operations (DevOps) personnel receive Continuing Professional Education (CPE) training on Secure Software Development Practices (SSDP) to appropriately address evolving threats?
Security Awareness & Training ,Security & Privacy Training Records ,SAT-04,"Mechanisms exist to document, retain and monitor individual training activities, including basic security awareness training, ongoing awareness training and specific-system training.",- KnowB4 (https://www.knowbe4.com/),"Does the organization document, retain and monitor individual training activities, including basic security awareness training, ongoing awareness training and specific-system training?"
Technology Development & Acquisition,Technology Development & Acquisition,TDA-01,"Mechanisms exist to facilitate the implementation of tailored development and acquisition strategies, contract tools and procurement methods to meet unique business needs.",,"Does the organization facilitate the implementation of tailored development and acquisition strategies, contract tools and procurement methods to meet unique business needs?"
Technology Development & Acquisition,Product Management,TDA-01.1,"Mechanisms exist to design and implement product management processes to update products, including systems, software and services, to improve functionality and correct security deficiencies.",,"Does the organization design and implement product management processes to update products, including systems, software and services, to improve functionality and correct security deficiencies?"
Technology Development & Acquisition,Integrity Mechanisms for Software / Firmware Updates ,TDA-01.2,Mechanisms exist to utilize integrity validation mechanisms for security updates.,"- Checksum comparison
- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- NNT Change Tracker (https://www.newnettechnologies.com)",Does the organization utilize integrity validation mechanisms for security updates?
Technology Development & Acquisition,Malware Testing Prior to Release ,TDA-01.3,Mechanisms exist to utilize at least one (1) malware detection tool to identify if any known malware exists in the final binaries of the product or security update.,"- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- NNT Change Tracker (https://www.newnettechnologies.com)",Does the organization utilize at least one (1) malware detection tool to identify if any known malware exists in the final binaries of the product or security update?
Technology Development & Acquisition,Minimum Viable Product (MVP) Security Requirements ,TDA-02,Mechanisms exist to ensure risk-based technical and functional specifications are established to define a Minimum Viable Product (MVP).,,Does the organization ensure risk-based technical and functional specifications are established to define a Minimum Viable Product (MVP)?
Technology Development & Acquisition,"Ports, Protocols & Services In Use",TDA-02.1,"Mechanisms exist to require the developers of systems, system components or services to identify early in the Secure Development Life Cycle (SDLC), the functions, ports, protocols and services intended for use. ","- Ports, Protocols & Services (PPS)","Does the organization require the developers of systems, system components or services to identify early in the Secure Development Life Cycle (SDLC), the functions, ports, protocols and services intended for use? "
Technology Development & Acquisition,Information Assurance Enabled Products,TDA-02.2,Mechanisms exist to limit the use of commercially-provided Information Assurance (IA) and IA-enabled IT products to those products that have been successfully evaluated against a National Information Assurance partnership (NIAP)-approved Protection Profile or the cryptographic module is FIPS-validated or NSA-approved.,- FIPS 201,Does the organization limit the use of commercially-provided Information Assurance (IA) and IA-enabled IT products to those products that have been successfully evaluated against a National Information Assurance partnership (NIAP)-approved Protection Profile or the cryptographic module is FIPS-validated or NSA-approved?
Technology Development & Acquisition,"Development Methods, Techniques & Processes",TDA-02.3,"Mechanisms exist to require software vendors / manufacturers to demonstrate that their software development processes employ industry-recognized secure practices for secure programming, engineering methods, quality control processes and validation techniques to minimize flawed or malformed software.",,"Does the organization require software vendors/manufacturers to demonstrate that their software development processes employ industry-recognized secure practices for secure programming, engineering methods, quality control processes and validation techniques to minimize flawed or malformed software?"
Technology Development & Acquisition,Pre-Established Security Configurations,TDA-02.4,"Mechanisms exist to ensure software vendors / manufacturers:
 ▪ Deliver the system, component, or service with pre-established security configurations implemented; and
 ▪ Use the pre-established security configurations as the default for any subsequent system, component, or service reinstallation or upgrade.",,"Does the organization ensure software vendors / manufacturers:
 ▪ Deliver the system, component, or service with pre-established security configurations implemented; and
 ▪ Use the pre-established security configurations as the default for any subsequent system, component, or service reinstallation or upgrade?"
Technology Development & Acquisition,"Identification & Justification of Ports, Protocols & Services",TDA-02.5,"Mechanisms exist to require process owners to identify, document and justify the business need for the ports, protocols and other services necessary to operate their technology solutions. ",,"Does the organization require process owners to identify, document and justify the business need for the ports, protocols and other services necessary to operate their technology solutions? "
Technology Development & Acquisition,"Insecure Ports, Protocols & Services",TDA-02.6,"Mechanisms exist to mitigate the risk associated with the use of insecure ports, protocols and services necessary to operate technology solutions. ",,"Does the organization mitigate the risk associated with the use of insecure ports, protocols and services necessary to operate technology solutions? "
Technology Development & Acquisition,Security & Privacy Representatives For Product Changes,TDA-02.7,Mechanisms exist to include appropriate cybersecurity and privacy representatives in the product feature and/or functionality change control review process.,,Does the organization include appropriate cybersecurity and privacy representatives in the product feature and/or functionality change control review process?
Technology Development & Acquisition,Commercial Off-The-Shelf (COTS) Security Solutions ,TDA-03,Mechanisms exist to utilize only Commercial Off-the-Shelf (COTS) security products. ,,Does the organization utilize only Commercial Off-the-Shelf (COTS) security products? 
Technology Development & Acquisition,Supplier Diversity,TDA-03.1,Mechanisms exist to obtain cybersecurity and privacy technologies from different suppliers to minimize supply chain risk.,- Supplier diversity,Does the organization obtain cybersecurity and privacy technologies from different suppliers to minimize supply chain risk?
Technology Development & Acquisition,Documentation Requirements,TDA-04,"Mechanisms exist to obtain, protect and distribute administrator documentation for systems that describe:
 ▪ Secure configuration, installation and operation of the system;
 ▪ Effective use and maintenance of security features/functions; and
 ▪ Known vulnerabilities regarding configuration and use of administrative (e.g., privileged) functions.",,"Does the organization obtain, protect and distribute administrator documentation for systems that describe:
 ▪ Secure configuration, installation and operation of the system;
 ▪ Effective use and maintenance of security features/functions; and
 ▪ Known vulnerabilities regarding configuration and use of administrative (e.g., privileged) functions?"
Technology Development & Acquisition,Functional Properties ,TDA-04.1,"Mechanisms exist to require vendors/contractors to provide information describing the functional properties of the security controls to be utilized within systems, system components or services in sufficient detail to permit analysis and testing of the controls. ",- SSAE-16 SOC2 report,"Does the organization require vendors/contractors to provide information describing the functional properties of the security controls to be utilized within systems, system components or services in sufficient detail to permit analysis and testing of the controls? "
Technology Development & Acquisition,Software Bill of Materials (SBOM),TDA-04.2,"Mechanisms exist to require a Software Bill of Materials (SBOM) for systems, applications and services that lists software packages in use, including versions and applicable licenses.",,"Does the organization require a Software Bill of Materials (SBOM) for systems, applications and services that lists software packages in use, including versions and applicable licenses?"
